Shipment_ID,Order_ID,Shipment_Date,Delivery_Date,Delivery_Time
SHIP34502,ORD34502,2024-12-06,2024-12-08,48
SHIP34503,ORD34503,2025-01-29,2025-01-31,48
SHIP34504,ORD34504,2025-08-29,2025-09-07,216
SHIP34505,ORD34505,2024-08-22,2024-08-24,48
SHIP34506,ORD34506,2025-07-26,2025-08-06,264
SHIP34507,ORD34507,2026-06-06,2026-06-14,192
SHIP34508,ORD34508,2024-07-25,2024-08-03,216
SHIP34509,ORD34509,2025-11-22,2025-12-01,216
SHIP34510,ORD34510,2026-05-10,2026-05-21,264
SHIP34511,ORD34511,2025-10-15,2025-10-25,240
SHIP34512,ORD34512,2024-11-01,2024-11-03,48
SHIP34513,ORD34513,2026-01-17,2026-01-21,96
SHIP34514,ORD34514,2025-08-25,2025-08-27,48
SHIP34515,ORD34515,2026-07-06,2026-07-13,168
SHIP34516,ORD34516,2026-02-16,2026-02-28,288
SHIP34517,ORD34517,2025-12-20,2025-12-28,192
SHIP34518,ORD34518,2025-10-24,2025-11-02,216
SHIP34519,ORD34519,2025-01-29,2025-02-02,96
SHIP34520,ORD34520,2025-09-24,2025-09-26,48
SHIP34521,ORD34521,2026-03-15,2026-03-25,240
SHIP34522,ORD34522,2025-03-25,2025-03-26,24
SHIP34523,ORD34523,2025-11-10,2025-11-12,48
SHIP34524,ORD34524,2025-03-01,2025-03-05,96
SHIP34525,ORD34525,2025-09-07,2025-09-16,216
SHIP34526,ORD34526,2025-06-03,2025-06-11,192
SHIP34527,ORD34527,2026-05-01,2026-05-03,48
SHIP34528,ORD34528,2024-10-28,2024-11-03,144
SHIP34529,ORD34529,2025-10-12,2025-10-24,288
SHIP34530,ORD34530,2025-06-03,2025-06-07,96
SHIP34531,ORD34531,2025-05-14,2025-05-17,72
SHIP34532,ORD34532,2025-04-28,2025-04-29,24
SHIP34533,ORD34533,2025-12-24,2025-12-28,96
SHIP34534,ORD34534,2025-04-17,2025-04-27,240
SHIP34535,ORD34535,2025-02-22,2025-02-27,120
SHIP34536,ORD34536,2025-09-05,2025-09-07,48
SHIP34537,ORD34537,2024-12-27,2025-01-06,240
SHIP34538,ORD34538,2025-01-17,2025-01-25,192
SHIP34539,ORD34539,2026-02-26,2026-03-05,168
SHIP34540,ORD34540,2025-04-12,2025-04-17,120
SHIP34541,ORD34541,2025-08-08,2025-08-15,168
SHIP34542,ORD34542,2026-03-18,2026-03-23,120
SHIP34543,ORD34543,2024-08-08,2024-08-17,216
SHIP34544,ORD34544,2025-01-09,2025-01-13,96
SHIP34545,ORD34545,2025-06-26,2025-06-29,72
SHIP34546,ORD34546,2024-07-25,2024-08-04,240
SHIP34547,ORD34547,2024-08-22,2024-08-26,96
SHIP34548,ORD34548,2024-11-28,2024-12-01,72
SHIP34549,ORD34549,2024-10-07,2024-10-10,72
SHIP34550,ORD34550,2025-05-25,2025-05-26,24
SHIP34551,ORD34551,2024-12-06,2024-12-10,96
SHIP34552,ORD34552,2025-08-31,2025-09-11,264
SHIP34553,ORD34553,2024-12-15,2024-12-18,72
SHIP34554,ORD34554,2024-08-28,2024-09-08,264
SHIP34555,ORD34555,2026-04-01,2026-04-02,24
SHIP34556,ORD34556,2026-04-10,2026-04-21,264
SHIP34557,ORD34557,2026-05-20,2026-05-24,96
SHIP34558,ORD34558,2026-04-01,2026-04-05,96
SHIP34559,ORD34559,2025-01-14,2025-01-20,144
SHIP34560,ORD34560,2025-09-19,2025-09-26,168
SHIP34561,ORD34561,2025-12-24,2025-12-28,96
SHIP34562,ORD34562,2025-10-12,2025-10-19,168
SHIP34563,ORD34563,2025-01-27,2025-01-28,24
SHIP34564,ORD34564,2025-06-01,2025-06-04,72
SHIP34565,ORD34565,2025-12-27,2025-12-29,48
SHIP34566,ORD34566,2025-05-25,2025-06-05,264
SHIP34567,ORD34567,2026-05-31,2026-06-07,168
SHIP34568,ORD34568,2026-06-16,2026-06-26,240
SHIP34569,ORD34569,2025-02-18,2025-02-25,168
SHIP34570,ORD34570,2025-01-19,2025-01-22,72
SHIP34571,ORD34571,2024-12-14,2024-12-24,240
SHIP34572,ORD34572,2025-02-12,2025-02-13,24
SHIP34573,ORD34573,2026-05-16,2026-05-25,216
SHIP34574,ORD34574,2025-02-16,2025-02-21,120
SHIP34575,ORD34575,2026-06-18,2026-06-30,288
SHIP34576,ORD34576,2025-09-20,2025-09-22,48
SHIP34577,ORD34577,2026-02-14,2026-02-16,48
SHIP34578,ORD34578,2025-04-19,2025-04-23,96
SHIP34579,ORD34579,2025-10-01,2025-10-05,96
SHIP34580,ORD34580,2025-11-14,2025-11-20,144
SHIP34581,ORD34581,2026-03-02,2026-03-11,216
SHIP34582,ORD34582,2025-05-31,2025-06-06,144
SHIP34583,ORD34583,2025-02-11,2025-02-18,168
SHIP34584,ORD34584,2025-12-28,2026-01-06,216
SHIP34585,ORD34585,2026-02-09,2026-02-19,240
SHIP34586,ORD34586,2026-02-18,2026-02-25,168
SHIP34587,ORD34587,2025-04-16,2025-04-17,24
SHIP34588,ORD34588,2025-04-04,2025-04-12,192
SHIP34589,ORD34589,2025-05-30,2025-06-03,96
SHIP34590,ORD34590,2025-09-10,2025-09-21,264
SHIP34591,ORD34591,2025-10-26,2025-10-29,72
SHIP34592,ORD34592,2025-04-18,2025-04-21,72
SHIP34593,ORD34593,2025-08-28,2025-08-30,48
SHIP34594,ORD34594,2025-04-04,2025-04-15,264
SHIP34595,ORD34595,2025-12-10,2025-12-14,96
SHIP34596,ORD34596,2024-09-10,2024-09-20,240
SHIP34597,ORD34597,2026-03-17,2026-03-22,120
SHIP34598,ORD34598,2026-02-25,2026-03-08,264
SHIP34599,ORD34599,2024-11-14,2024-11-16,48
SHIP34600,ORD34600,2024-08-14,2024-08-23,216
SHIP34601,ORD34601,2025-11-22,2025-11-28,144
SHIP34602,ORD34602,2024-11-23,2024-11-24,24
SHIP34603,ORD34603,2025-07-16,2025-07-26,240
SHIP34604,ORD34604,2025-01-24,2025-02-04,264
SHIP34605,ORD34605,2025-06-26,2025-06-27,24
SHIP34606,ORD34606,2024-09-18,2024-09-27,216
SHIP34607,ORD34607,2025-08-03,2025-08-04,24
SHIP34608,ORD34608,2024-12-15,2024-12-20,120
SHIP34609,ORD34609,2026-07-04,2026-07-11,168
SHIP34610,ORD34610,2025-12-25,2026-01-06,288
SHIP34611,ORD34611,2025-11-04,2025-11-11,168
SHIP34612,ORD34612,2024-12-08,2024-12-15,168
SHIP34613,ORD34613,2024-10-28,2024-10-30,48
SHIP34614,ORD34614,2025-12-04,2025-12-12,192
SHIP34615,ORD34615,2026-02-22,2026-03-06,288
SHIP34616,ORD34616,2026-02-26,2026-03-03,120
SHIP34617,ORD34617,2024-10-06,2024-10-07,24
SHIP34618,ORD34618,2025-08-09,2025-08-13,96
SHIP34619,ORD34619,2025-07-19,2025-07-23,96
SHIP34620,ORD34620,2024-07-20,2024-08-01,288
SHIP34621,ORD34621,2025-11-28,2025-11-29,24
SHIP34622,ORD34622,2025-01-11,2025-01-18,168
SHIP34623,ORD34623,2025-10-24,2025-10-28,96
SHIP34624,ORD34624,2025-04-26,2025-05-08,288
SHIP34625,ORD34625,2025-06-22,2025-07-04,288
SHIP34626,ORD34626,2024-07-27,2024-08-05,216
SHIP34627,ORD34627,2025-01-11,2025-01-21,240
SHIP34628,ORD34628,2024-08-20,2024-08-28,192
SHIP34629,ORD34629,2024-11-22,2024-12-02,240
SHIP34630,ORD34630,2024-11-01,2024-11-04,72
SHIP34631,ORD34631,2025-02-22,2025-03-04,240
SHIP34632,ORD34632,2026-04-29,2026-05-02,72
SHIP34633,ORD34633,2025-06-22,2025-06-23,24
SHIP34634,ORD34634,2024-10-26,2024-10-29,72
SHIP34635,ORD34635,2024-11-05,2024-11-16,264
SHIP34636,ORD34636,2025-09-29,2025-10-06,168
SHIP34637,ORD34637,2025-09-19,2025-09-24,120
SHIP34638,ORD34638,2025-02-10,2025-02-11,24
SHIP34639,ORD34639,2025-07-06,2025-07-08,48
SHIP34640,ORD34640,2025-02-28,2025-03-04,96
SHIP34641,ORD34641,2025-03-04,2025-03-15,264
SHIP34642,ORD34642,2025-04-07,2025-04-18,264
SHIP34643,ORD34643,2024-07-16,2024-07-20,96
SHIP34644,ORD34644,2025-05-20,2025-05-29,216
SHIP34645,ORD34645,2025-08-28,2025-09-08,264
SHIP34646,ORD34646,2025-02-21,2025-02-24,72
SHIP34647,ORD34647,2026-02-21,2026-02-23,48
SHIP34648,ORD34648,2026-04-09,2026-04-20,264
SHIP34649,ORD34649,2025-08-11,2025-08-22,264
SHIP34650,ORD34650,2026-02-08,2026-02-19,264
SHIP34651,ORD34651,2024-10-11,2024-10-22,264
SHIP34652,ORD34652,2024-12-15,2024-12-17,48
SHIP34653,ORD34653,2026-04-06,2026-04-15,216
SHIP34654,ORD34654,2026-06-15,2026-06-20,120
SHIP34655,ORD34655,2024-10-28,2024-10-29,24
SHIP34656,ORD34656,2025-09-26,2025-10-06,240
SHIP34657,ORD34657,2026-04-15,2026-04-22,168
SHIP34658,ORD34658,2025-11-27,2025-12-05,192
SHIP34659,ORD34659,2026-06-13,2026-06-14,24
SHIP34660,ORD34660,2024-09-14,2024-09-25,264
SHIP34661,ORD34661,2024-09-04,2024-09-15,264
SHIP34662,ORD34662,2025-04-29,2025-05-05,144
SHIP34663,ORD34663,2025-04-29,2025-05-03,96
SHIP34664,ORD34664,2026-06-05,2026-06-13,192
SHIP34665,ORD34665,2025-01-04,2025-01-10,144
SHIP34666,ORD34666,2025-05-10,2025-05-12,48
SHIP34667,ORD34667,2025-03-24,2025-03-30,144
SHIP34668,ORD34668,2024-09-04,2024-09-14,240
SHIP34669,ORD34669,2025-05-04,2025-05-06,48
SHIP34670,ORD34670,2024-11-05,2024-11-17,288
SHIP34671,ORD34671,2024-09-24,2024-10-05,264
SHIP34672,ORD34672,2025-03-25,2025-04-04,240
SHIP34673,ORD34673,2026-04-21,2026-04-27,144
SHIP34674,ORD34674,2025-05-07,2025-05-19,288
SHIP34675,ORD34675,2025-09-19,2025-09-23,96
SHIP34676,ORD34676,2025-03-24,2025-03-27,72
SHIP34677,ORD34677,2025-02-27,2025-03-09,240
SHIP34678,ORD34678,2024-12-06,2024-12-10,96
SHIP34679,ORD34679,2025-01-03,2025-01-11,192
SHIP34680,ORD34680,2024-11-30,2024-12-09,216
SHIP34681,ORD34681,2024-11-26,2024-12-07,264
SHIP34682,ORD34682,2026-05-21,2026-05-24,72
SHIP34683,ORD34683,2025-04-21,2025-05-01,240
SHIP34684,ORD34684,2024-07-19,2024-07-27,192
SHIP34685,ORD34685,2025-09-08,2025-09-17,216
SHIP34686,ORD34686,2025-05-11,2025-05-12,24
SHIP34687,ORD34687,2026-02-28,2026-03-10,240
SHIP34688,ORD34688,2025-08-29,2025-09-06,192
SHIP34689,ORD34689,2024-11-13,2024-11-21,192
SHIP34690,ORD34690,2024-09-04,2024-09-06,48
SHIP34691,ORD34691,2025-12-29,2026-01-05,168
SHIP34692,ORD34692,2025-03-26,2025-04-05,240
SHIP34693,ORD34693,2026-03-07,2026-03-14,168
SHIP34694,ORD34694,2026-02-27,2026-03-02,72
SHIP34695,ORD34695,2026-03-03,2026-03-15,288
SHIP34696,ORD34696,2024-07-31,2024-08-08,192
SHIP34697,ORD34697,2026-07-03,2026-07-05,48
SHIP34698,ORD34698,2025-07-15,2025-07-19,96
SHIP34699,ORD34699,2024-08-13,2024-08-22,216
SHIP34700,ORD34700,2025-02-13,2025-02-25,288
SHIP34701,ORD34701,2024-12-31,2025-01-11,264
SHIP34702,ORD34702,2025-01-28,2025-02-01,96
SHIP34703,ORD34703,2024-09-03,2024-09-12,216
SHIP34704,ORD34704,2025-07-15,2025-07-26,264
SHIP34705,ORD34705,2025-01-17,2025-01-26,216
SHIP34706,ORD34706,2024-09-01,2024-09-09,192
SHIP34707,ORD34707,2025-08-12,2025-08-18,144
SHIP34708,ORD34708,2024-11-22,2024-11-25,72
SHIP34709,ORD34709,2026-03-20,2026-03-27,168
SHIP34710,ORD34710,2025-12-18,2025-12-24,144
SHIP34711,ORD34711,2025-08-18,2025-08-26,192
SHIP34712,ORD34712,2026-02-25,2026-03-03,144
SHIP34713,ORD34713,2025-04-19,2025-04-20,24
SHIP34714,ORD34714,2025-08-09,2025-08-16,168
SHIP34715,ORD34715,2025-08-12,2025-08-16,96
SHIP34716,ORD34716,2025-03-12,2025-03-13,24
SHIP34717,ORD34717,2026-02-05,2026-02-08,72
SHIP34718,ORD34718,2025-08-23,2025-08-25,48
SHIP34719,ORD34719,2024-11-28,2024-12-08,240
SHIP34720,ORD34720,2024-12-20,2024-12-29,216
SHIP34721,ORD34721,2024-11-16,2024-11-23,168
SHIP34722,ORD34722,2025-07-25,2025-08-05,264
SHIP34723,ORD34723,2026-02-14,2026-02-19,120
SHIP34724,ORD34724,2025-05-05,2025-05-11,144
SHIP34725,ORD34725,2025-04-09,2025-04-11,48
SHIP34726,ORD34726,2026-06-20,2026-06-26,144
SHIP34727,ORD34727,2026-02-08,2026-02-12,96
SHIP34728,ORD34728,2025-05-02,2025-05-05,72
SHIP34729,ORD34729,2025-07-25,2025-07-27,48
SHIP34730,ORD34730,2025-11-19,2025-11-27,192
SHIP34731,ORD34731,2025-12-21,2026-01-02,288
SHIP34732,ORD34732,2024-10-17,2024-10-28,264
SHIP34733,ORD34733,2025-03-30,2025-04-05,144
SHIP34734,ORD34734,2025-03-26,2025-04-06,264
SHIP34735,ORD34735,2025-03-20,2025-03-31,264
SHIP34736,ORD34736,2025-02-26,2025-02-27,24
SHIP34737,ORD34737,2024-09-27,2024-10-02,120
SHIP34738,ORD34738,2025-11-27,2025-12-08,264
SHIP34739,ORD34739,2026-01-13,2026-01-14,24
SHIP34740,ORD34740,2026-04-10,2026-04-20,240
SHIP34741,ORD34741,2026-05-02,2026-05-11,216
SHIP34742,ORD34742,2026-06-19,2026-06-22,72
SHIP34743,ORD34743,2026-03-25,2026-03-26,24
SHIP34744,ORD34744,2024-09-16,2024-09-22,144
SHIP34745,ORD34745,2026-05-10,2026-05-17,168
SHIP34746,ORD34746,2024-10-02,2024-10-08,144
SHIP34747,ORD34747,2025-04-30,2025-05-01,24
SHIP34748,ORD34748,2025-04-06,2025-04-11,120
SHIP34749,ORD34749,2025-10-24,2025-11-04,264
SHIP34750,ORD34750,2025-06-24,2025-07-02,192
SHIP34751,ORD34751,2026-07-11,2026-07-15,96
SHIP34752,ORD34752,2025-05-01,2025-05-02,24
SHIP34753,ORD34753,2025-02-28,2025-03-06,144
SHIP34754,ORD34754,2026-04-16,2026-04-20,96
SHIP34755,ORD34755,2025-06-12,2025-06-13,24
SHIP34756,ORD34756,2026-05-03,2026-05-15,288
SHIP34757,ORD34757,2025-12-08,2025-12-18,240
SHIP34758,ORD34758,2026-04-05,2026-04-11,144
SHIP34759,ORD34759,2025-04-22,2025-04-24,48
SHIP34760,ORD34760,2024-11-06,2024-11-08,48
SHIP34761,ORD34761,2024-10-08,2024-10-20,288
SHIP34762,ORD34762,2025-12-11,2025-12-18,168
SHIP34763,ORD34763,2025-05-30,2025-06-09,240
SHIP34764,ORD34764,2026-02-09,2026-02-21,288
SHIP34765,ORD34765,2026-02-22,2026-02-24,48
SHIP34766,ORD34766,2026-02-04,2026-02-09,120
SHIP34767,ORD34767,2026-04-08,2026-04-09,24
SHIP34768,ORD34768,2025-04-28,2025-05-04,144
SHIP34769,ORD34769,2026-06-26,2026-07-08,288
SHIP34770,ORD34770,2025-01-15,2025-01-20,120
SHIP34771,ORD34771,2025-01-05,2025-01-15,240
SHIP34772,ORD34772,2025-08-12,2025-08-15,72
SHIP34773,ORD34773,2025-04-17,2025-04-27,240
SHIP34774,ORD34774,2026-04-29,2026-05-11,288
SHIP34775,ORD34775,2024-10-08,2024-10-13,120
SHIP34776,ORD34776,2026-03-24,2026-04-01,192
SHIP34777,ORD34777,2025-06-02,2025-06-13,264
SHIP34778,ORD34778,2025-06-11,2025-06-18,168
SHIP34779,ORD34779,2025-07-20,2025-07-22,48
SHIP34780,ORD34780,2026-03-30,2026-04-08,216
SHIP34781,ORD34781,2025-09-22,2025-09-28,144
SHIP34782,ORD34782,2025-08-13,2025-08-21,192
SHIP34783,ORD34783,2025-05-13,2025-05-23,240
SHIP34784,ORD34784,2026-07-05,2026-07-10,120
SHIP34785,ORD34785,2024-09-11,2024-09-13,48
SHIP34786,ORD34786,2026-06-25,2026-06-30,120
SHIP34787,ORD34787,2024-08-27,2024-09-07,264
SHIP34788,ORD34788,2024-08-23,2024-08-30,168
SHIP34789,ORD34789,2026-02-21,2026-02-28,168
SHIP34790,ORD34790,2026-02-18,2026-02-27,216
SHIP34791,ORD34791,2026-01-23,2026-01-26,72
SHIP34792,ORD34792,2025-09-03,2025-09-06,72
SHIP34793,ORD34793,2026-06-11,2026-06-13,48
SHIP34794,ORD34794,2026-04-30,2026-05-03,72
SHIP34795,ORD34795,2026-07-10,2026-07-18,192
SHIP34796,ORD34796,2026-03-22,2026-03-26,96
SHIP34797,ORD34797,2026-07-10,2026-07-14,96
SHIP34798,ORD34798,2026-01-08,2026-01-09,24
SHIP34799,ORD34799,2026-04-23,2026-04-27,96
SHIP34800,ORD34800,2024-09-14,2024-09-18,96
SHIP34801,ORD34801,2025-06-05,2025-06-08,72
SHIP34802,ORD34802,2026-02-17,2026-02-25,192
SHIP34803,ORD34803,2024-10-11,2024-10-16,120
SHIP34804,ORD34804,2025-03-05,2025-03-15,240
SHIP34805,ORD34805,2026-06-16,2026-06-17,24
SHIP34806,ORD34806,2026-05-24,2026-06-05,288
SHIP34807,ORD34807,2026-05-16,2026-05-26,240
SHIP34808,ORD34808,2024-11-28,2024-12-10,288
SHIP34809,ORD34809,2025-11-19,2025-11-23,96
SHIP34810,ORD34810,2025-11-09,2025-11-15,144
SHIP34811,ORD34811,2026-03-03,2026-03-08,120
SHIP34812,ORD34812,2025-01-17,2025-01-25,192
SHIP34813,ORD34813,2024-12-30,2025-01-04,120
SHIP34814,ORD34814,2025-11-09,2025-11-13,96
SHIP34815,ORD34815,2025-08-08,2025-08-10,48
SHIP34816,ORD34816,2026-05-24,2026-06-05,288
SHIP34817,ORD34817,2025-02-28,2025-03-06,144
SHIP34818,ORD34818,2024-08-17,2024-08-26,216
SHIP34819,ORD34819,2024-10-13,2024-10-25,288
SHIP34820,ORD34820,2024-11-05,2024-11-08,72
SHIP34821,ORD34821,2024-11-13,2024-11-15,48
SHIP34822,ORD34822,2026-01-06,2026-01-12,144
SHIP34823,ORD34823,2025-09-03,2025-09-07,96
SHIP34824,ORD34824,2024-08-26,2024-09-07,288
SHIP34825,ORD34825,2026-04-06,2026-04-14,192
SHIP34826,ORD34826,2025-03-17,2025-03-24,168
SHIP34827,ORD34827,2024-11-14,2024-11-15,24
SHIP34828,ORD34828,2026-03-21,2026-03-26,120
SHIP34829,ORD34829,2025-03-25,2025-04-04,240
SHIP34830,ORD34830,2024-09-06,2024-09-09,72
SHIP34831,ORD34831,2024-08-21,2024-08-29,192
SHIP34832,ORD34832,2026-06-16,2026-06-23,168
SHIP34833,ORD34833,2026-01-01,2026-01-13,288
SHIP34834,ORD34834,2025-07-19,2025-07-27,192
SHIP34835,ORD34835,2025-03-23,2025-04-01,216
SHIP34836,ORD34836,2025-05-18,2025-05-29,264
SHIP34837,ORD34837,2024-08-21,2024-08-31,240
SHIP34838,ORD34838,2024-11-27,2024-12-04,168
SHIP34839,ORD34839,2025-09-30,2025-10-09,216
SHIP34840,ORD34840,2025-09-03,2025-09-09,144
SHIP34841,ORD34841,2025-04-09,2025-04-14,120
SHIP34842,ORD34842,2026-04-11,2026-04-12,24
SHIP34843,ORD34843,2026-05-01,2026-05-06,120
SHIP34844,ORD34844,2025-02-14,2025-02-26,288
SHIP34845,ORD34845,2025-08-07,2025-08-14,168
SHIP34846,ORD34846,2025-12-23,2025-12-29,144
SHIP34847,ORD34847,2026-03-18,2026-03-26,192
SHIP34848,ORD34848,2026-04-22,2026-04-29,168
SHIP34849,ORD34849,2024-11-29,2024-11-30,24
SHIP34850,ORD34850,2024-12-05,2024-12-06,24
SHIP34851,ORD34851,2025-07-09,2025-07-16,168
SHIP34852,ORD34852,2026-06-15,2026-06-24,216
SHIP34853,ORD34853,2025-07-08,2025-07-18,240
SHIP34854,ORD34854,2024-09-27,2024-10-05,192
SHIP34855,ORD34855,2025-11-16,2025-11-27,264
SHIP34856,ORD34856,2025-06-19,2025-06-25,144
SHIP34857,ORD34857,2025-03-09,2025-03-20,264
SHIP34858,ORD34858,2026-05-01,2026-05-04,72
SHIP34859,ORD34859,2026-06-18,2026-06-22,96
SHIP34860,ORD34860,2025-09-18,2025-09-26,192
SHIP34861,ORD34861,2025-10-11,2025-10-23,288
SHIP34862,ORD34862,2024-10-26,2024-11-07,288
SHIP34863,ORD34863,2025-12-26,2025-12-27,24
SHIP34864,ORD34864,2024-09-17,2024-09-29,288
SHIP34865,ORD34865,2026-05-28,2026-06-01,96
SHIP34866,ORD34866,2025-11-02,2025-11-05,72
SHIP34867,ORD34867,2025-02-06,2025-02-10,96
SHIP34868,ORD34868,2024-09-29,2024-10-05,144
SHIP34869,ORD34869,2024-11-09,2024-11-13,96
SHIP34870,ORD34870,2026-07-02,2026-07-14,288
SHIP34871,ORD34871,2024-08-27,2024-08-30,72
SHIP34872,ORD34872,2026-06-02,2026-06-13,264
SHIP34873,ORD34873,2024-09-09,2024-09-19,240
SHIP34874,ORD34874,2025-04-15,2025-04-24,216
SHIP34875,ORD34875,2025-07-24,2025-07-31,168
SHIP34876,ORD34876,2025-02-11,2025-02-18,168
SHIP34877,ORD34877,2026-06-12,2026-06-14,48
SHIP34878,ORD34878,2024-09-17,2024-09-27,240
SHIP34879,ORD34879,2025-09-05,2025-09-09,96
SHIP34880,ORD34880,2024-08-01,2024-08-05,96
SHIP34881,ORD34881,2025-03-14,2025-03-16,48
SHIP34882,ORD34882,2025-09-06,2025-09-15,216
SHIP34883,ORD34883,2026-04-23,2026-04-25,48
SHIP34884,ORD34884,2025-01-18,2025-01-22,96
SHIP34885,ORD34885,2025-06-28,2025-07-10,288
SHIP34886,ORD34886,2024-12-27,2025-01-03,168
SHIP34887,ORD34887,2024-08-13,2024-08-22,216
SHIP34888,ORD34888,2025-01-14,2025-01-20,144
SHIP34889,ORD34889,2026-06-29,2026-07-05,144
SHIP34890,ORD34890,2025-10-29,2025-11-05,168
SHIP34891,ORD34891,2025-02-27,2025-03-04,120
SHIP34892,ORD34892,2024-09-30,2024-10-07,168
SHIP34893,ORD34893,2024-09-22,2024-09-29,168
SHIP34894,ORD34894,2025-05-10,2025-05-17,168
SHIP34895,ORD34895,2025-10-16,2025-10-25,216
SHIP34896,ORD34896,2025-10-13,2025-10-18,120
SHIP34897,ORD34897,2025-03-04,2025-03-10,144
SHIP34898,ORD34898,2026-01-02,2026-01-09,168
SHIP34899,ORD34899,2025-07-18,2025-07-19,24
SHIP34900,ORD34900,2024-10-31,2024-11-09,216
SHIP34901,ORD34901,2025-05-17,2025-05-19,48
SHIP34902,ORD34902,2024-10-21,2024-10-24,72
SHIP34903,ORD34903,2025-10-02,2025-10-09,168
SHIP34904,ORD34904,2024-10-16,2024-10-25,216
SHIP34905,ORD34905,2025-11-23,2025-12-01,192
SHIP34906,ORD34906,2024-11-14,2024-11-25,264
SHIP34907,ORD34907,2026-03-20,2026-03-27,168
SHIP34908,ORD34908,2026-04-29,2026-05-07,192
SHIP34909,ORD34909,2026-04-20,2026-04-27,168
SHIP34910,ORD34910,2026-07-08,2026-07-17,216
SHIP34911,ORD34911,2024-11-02,2024-11-06,96
SHIP34912,ORD34912,2025-05-20,2025-05-29,216
SHIP34913,ORD34913,2026-07-03,2026-07-10,168
SHIP34914,ORD34914,2026-04-27,2026-04-30,72
SHIP34915,ORD34915,2025-04-08,2025-04-16,192
SHIP34916,ORD34916,2025-09-26,2025-10-05,216
SHIP34917,ORD34917,2025-03-22,2025-03-28,144
SHIP34918,ORD34918,2026-04-27,2026-05-07,240
SHIP34919,ORD34919,2025-01-05,2025-01-16,264
SHIP34920,ORD34920,2026-02-04,2026-02-08,96
SHIP34921,ORD34921,2025-02-19,2025-03-02,264
SHIP34922,ORD34922,2025-10-06,2025-10-09,72
SHIP34923,ORD34923,2025-01-22,2025-01-23,24
SHIP34924,ORD34924,2025-06-25,2025-07-05,240
SHIP34925,ORD34925,2026-05-19,2026-05-28,216
SHIP34926,ORD34926,2026-03-29,2026-03-30,24
SHIP34927,ORD34927,2025-05-14,2025-05-23,216
SHIP34928,ORD34928,2025-01-30,2025-02-09,240
SHIP34929,ORD34929,2025-08-30,2025-09-11,288
SHIP34930,ORD34930,2025-03-02,2025-03-03,24
SHIP34931,ORD34931,2025-02-13,2025-02-18,120
SHIP34932,ORD34932,2025-11-24,2025-11-26,48
SHIP34933,ORD34933,2026-05-29,2026-06-10,288
SHIP34934,ORD34934,2026-04-21,2026-04-28,168
SHIP34935,ORD34935,2025-10-03,2025-10-14,264
SHIP34936,ORD34936,2025-03-10,2025-03-12,48
SHIP34937,ORD34937,2026-01-28,2026-02-06,216
SHIP34938,ORD34938,2026-06-12,2026-06-15,72
SHIP34939,ORD34939,2026-04-24,2026-05-05,264
SHIP34940,ORD34940,2024-08-17,2024-08-27,240
SHIP34941,ORD34941,2025-07-17,2025-07-25,192
SHIP34942,ORD34942,2024-07-19,2024-07-25,144
SHIP34943,ORD34943,2025-07-19,2025-07-26,168
SHIP34944,ORD34944,2025-02-01,2025-02-05,96
SHIP34945,ORD34945,2025-02-11,2025-02-13,48
SHIP34946,ORD34946,2026-05-08,2026-05-12,96
SHIP34947,ORD34947,2026-07-03,2026-07-08,120
SHIP34948,ORD34948,2025-10-17,2025-10-20,72
SHIP34949,ORD34949,2025-10-20,2025-10-21,24
SHIP34950,ORD34950,2026-05-26,2026-05-31,120
SHIP34951,ORD34951,2025-05-26,2025-05-28,48
SHIP34952,ORD34952,2025-06-11,2025-06-22,264
SHIP34953,ORD34953,2025-04-03,2025-04-14,264
SHIP34954,ORD34954,2025-01-30,2025-02-04,120
SHIP34955,ORD34955,2025-02-22,2025-02-27,120
SHIP34956,ORD34956,2025-07-03,2025-07-05,48
SHIP34957,ORD34957,2026-04-08,2026-04-17,216
SHIP34958,ORD34958,2026-05-09,2026-05-10,24
SHIP34959,ORD34959,2025-01-29,2025-02-06,192
SHIP34960,ORD34960,2025-03-05,2025-03-15,240
SHIP34961,ORD34961,2026-04-08,2026-04-19,264
SHIP34962,ORD34962,2025-03-04,2025-03-16,288
SHIP34963,ORD34963,2025-04-29,2025-05-09,240
SHIP34964,ORD34964,2025-08-08,2025-08-11,72
SHIP34965,ORD34965,2026-02-05,2026-02-08,72
SHIP34966,ORD34966,2025-04-24,2025-04-27,72
SHIP34967,ORD34967,2026-06-27,2026-06-28,24
SHIP34968,ORD34968,2025-02-10,2025-02-11,24
SHIP34969,ORD34969,2025-06-10,2025-06-17,168
SHIP34970,ORD34970,2025-08-25,2025-09-03,216
SHIP34971,ORD34971,2025-10-10,2025-10-19,216
SHIP34972,ORD34972,2026-03-01,2026-03-12,264
SHIP34973,ORD34973,2026-04-03,2026-04-06,72
SHIP34974,ORD34974,2026-03-22,2026-03-26,96
SHIP34975,ORD34975,2024-11-25,2024-12-07,288
SHIP34976,ORD34976,2025-10-24,2025-11-01,192
SHIP34977,ORD34977,2024-09-06,2024-09-09,72
SHIP34978,ORD34978,2026-04-29,2026-05-01,48
SHIP34979,ORD34979,2026-04-05,2026-04-14,216
SHIP34980,ORD34980,2026-01-17,2026-01-21,96
SHIP34981,ORD34981,2025-07-28,2025-08-03,144
SHIP34982,ORD34982,2025-05-08,2025-05-20,288
