Target_ID,Shipment_ID,Disruption_Status
TAR45862,SHIP45862,Yes
TAR45863,SHIP45863,Yes
TAR45864,SHIP45864,No
TAR45865,SHIP45865,No
TAR45866,SHIP45866,No
TAR45867,SHIP45867,Yes
TAR45868,SHIP45868,No
TAR45869,SHIP45869,No
TAR45870,SHIP45870,No
TAR45871,SHIP45871,No
TAR45872,SHIP45872,No
TAR45873,SHIP45873,Yes
TAR45874,SHIP45874,Yes
TAR45875,SHIP45875,No
TAR45876,SHIP45876,Yes
TAR45877,SHIP45877,No
TAR45878,SHIP45878,Yes
TAR45879,SHIP45879,No
TAR45880,SHIP45880,No
TAR45881,SHIP45881,No
TAR45882,SHIP45882,No
TAR45883,SHIP45883,No
TAR45884,SHIP45884,No
TAR45885,SHIP45885,Yes
TAR45886,SHIP45886,No
TAR45887,SHIP45887,No
TAR45888,SHIP45888,Yes
TAR45889,SHIP45889,Yes
TAR45890,SHIP45890,No
TAR45891,SHIP45891,No
TAR45892,SHIP45892,Yes
TAR45893,SHIP45893,Yes
TAR45894,SHIP45894,Yes
TAR45895,SHIP45895,No
TAR45896,SHIP45896,Yes
TAR45897,SHIP45897,No
TAR45898,SHIP45898,No
TAR45899,SHIP45899,No
TAR45900,SHIP45900,Yes
TAR45901,SHIP45901,No
TAR45902,SHIP45902,Yes
TAR45903,SHIP45903,No
TAR45904,SHIP45904,Yes
TAR45905,SHIP45905,No
TAR45906,SHIP45906,No
TAR45907,SHIP45907,No
TAR45908,SHIP45908,No
TAR45909,SHIP45909,Yes
TAR45910,SHIP45910,Yes
TAR45911,SHIP45911,Yes
TAR45912,SHIP45912,Yes
TAR45913,SHIP45913,No
TAR45914,SHIP45914,No
TAR45915,SHIP45915,No
TAR45916,SHIP45916,Yes
TAR45917,SHIP45917,Yes
TAR45918,SHIP45918,No
TAR45919,SHIP45919,Yes
TAR45920,SHIP45920,No
TAR45921,SHIP45921,No
TAR45922,SHIP45922,Yes
TAR45923,SHIP45923,No
TAR45924,SHIP45924,Yes
TAR45925,SHIP45925,No
TAR45926,SHIP45926,No
TAR45927,SHIP45927,No
TAR45928,SHIP45928,No
TAR45929,SHIP45929,No
TAR45930,SHIP45930,Yes
TAR45931,SHIP45931,No
TAR45932,SHIP45932,No
TAR45933,SHIP45933,No
TAR45934,SHIP45934,Yes
TAR45935,SHIP45935,Yes
TAR45936,SHIP45936,Yes
TAR45937,SHIP45937,No
TAR45938,SHIP45938,Yes
TAR45939,SHIP45939,Yes
TAR45940,SHIP45940,No
TAR45941,SHIP45941,No
TAR45942,SHIP45942,Yes
TAR45943,SHIP45943,No
TAR45944,SHIP45944,Yes
TAR45945,SHIP45945,No
TAR45946,SHIP45946,No
TAR45947,SHIP45947,No
TAR45948,SHIP45948,Yes
TAR45949,SHIP45949,Yes
TAR45950,SHIP45950,No
TAR45951,SHIP45951,No
TAR45952,SHIP45952,No
TAR45953,SHIP45953,No
TAR45954,SHIP45954,No
TAR45955,SHIP45955,No
TAR45956,SHIP45956,No
TAR45957,SHIP45957,Yes
TAR45958,SHIP45958,No
TAR45959,SHIP45959,Yes
TAR45960,SHIP45960,No
TAR45961,SHIP45961,No
TAR45962,SHIP45962,No
TAR45963,SHIP45963,No
TAR45964,SHIP45964,No
TAR45965,SHIP45965,No
TAR45966,SHIP45966,Yes
TAR45967,SHIP45967,Yes
TAR45968,SHIP45968,Yes
TAR45969,SHIP45969,No
TAR45970,SHIP45970,No
TAR45971,SHIP45971,Yes
TAR45972,SHIP45972,No
TAR45973,SHIP45973,No
TAR45974,SHIP45974,Yes
TAR45975,SHIP45975,Yes
TAR45976,SHIP45976,No
TAR45977,SHIP45977,No
TAR45978,SHIP45978,No
TAR45979,SHIP45979,No
TAR45980,SHIP45980,No
TAR45981,SHIP45981,No
TAR45982,SHIP45982,Yes
TAR45983,SHIP45983,No
TAR45984,SHIP45984,No
TAR45985,SHIP45985,No
TAR45986,SHIP45986,Yes
TAR45987,SHIP45987,No
TAR45988,SHIP45988,No
TAR45989,SHIP45989,Yes
TAR45990,SHIP45990,Yes
TAR45991,SHIP45991,Yes
TAR45992,SHIP45992,No
TAR45993,SHIP45993,Yes
TAR45994,SHIP45994,No
TAR45995,SHIP45995,Yes
TAR45996,SHIP45996,No
TAR45997,SHIP45997,No
TAR45998,SHIP45998,No
TAR45999,SHIP45999,No
TAR46000,SHIP46000,No
TAR46001,SHIP46001,No
TAR46002,SHIP46002,Yes
TAR46003,SHIP46003,No
TAR46004,SHIP46004,No
TAR46005,SHIP46005,Yes
TAR46006,SHIP46006,Yes
TAR46007,SHIP46007,No
TAR46008,SHIP46008,No
TAR46009,SHIP46009,No
TAR46010,SHIP46010,No
TAR46011,SHIP46011,No
TAR46012,SHIP46012,No
TAR46013,SHIP46013,Yes
TAR46014,SHIP46014,Yes
TAR46015,SHIP46015,No
TAR46016,SHIP46016,Yes
TAR46017,SHIP46017,No
TAR46018,SHIP46018,Yes
TAR46019,SHIP46019,Yes
TAR46020,SHIP46020,No
TAR46021,SHIP46021,No
TAR46022,SHIP46022,No
TAR46023,SHIP46023,No
TAR46024,SHIP46024,Yes
TAR46025,SHIP46025,Yes
TAR46026,SHIP46026,Yes
TAR46027,SHIP46027,Yes
TAR46028,SHIP46028,Yes
TAR46029,SHIP46029,No
TAR46030,SHIP46030,No
TAR46031,SHIP46031,Yes
TAR46032,SHIP46032,No
TAR46033,SHIP46033,No
TAR46034,SHIP46034,No
TAR46035,SHIP46035,No
TAR46036,SHIP46036,Yes
TAR46037,SHIP46037,No
TAR46038,SHIP46038,Yes
TAR46039,SHIP46039,Yes
TAR46040,SHIP46040,No
TAR46041,SHIP46041,No
TAR46042,SHIP46042,No
TAR46043,SHIP46043,No
TAR46044,SHIP46044,Yes
TAR46045,SHIP46045,No
TAR46046,SHIP46046,No
TAR46047,SHIP46047,Yes
TAR46048,SHIP46048,Yes
TAR46049,SHIP46049,No
TAR46050,SHIP46050,No
TAR46051,SHIP46051,No
TAR46052,SHIP46052,Yes
TAR46053,SHIP46053,Yes
TAR46054,SHIP46054,Yes
TAR46055,SHIP46055,No
TAR46056,SHIP46056,No
TAR46057,SHIP46057,No
TAR46058,SHIP46058,Yes
TAR46059,SHIP46059,No
TAR46060,SHIP46060,Yes
TAR46061,SHIP46061,Yes
TAR46062,SHIP46062,No
TAR46063,SHIP46063,No
TAR46064,SHIP46064,No
TAR46065,SHIP46065,No
TAR46066,SHIP46066,No
TAR46067,SHIP46067,No
TAR46068,SHIP46068,No
TAR46069,SHIP46069,No
TAR46070,SHIP46070,Yes
TAR46071,SHIP46071,Yes
TAR46072,SHIP46072,No
TAR46073,SHIP46073,No
TAR46074,SHIP46074,Yes
TAR46075,SHIP46075,No
TAR46076,SHIP46076,No
TAR46077,SHIP46077,Yes
TAR46078,SHIP46078,Yes
TAR46079,SHIP46079,No
TAR46080,SHIP46080,Yes
TAR46081,SHIP46081,No
TAR46082,SHIP46082,Yes
TAR46083,SHIP46083,Yes
TAR46084,SHIP46084,No
TAR46085,SHIP46085,No
TAR46086,SHIP46086,No
TAR46087,SHIP46087,Yes
TAR46088,SHIP46088,No
TAR46089,SHIP46089,No
TAR46090,SHIP46090,No
TAR46091,SHIP46091,No
TAR46092,SHIP46092,No
TAR46093,SHIP46093,No
TAR46094,SHIP46094,Yes
TAR46095,SHIP46095,Yes
TAR46096,SHIP46096,No
TAR46097,SHIP46097,No
TAR46098,SHIP46098,No
TAR46099,SHIP46099,No
TAR46100,SHIP46100,Yes
TAR46101,SHIP46101,Yes
TAR46102,SHIP46102,Yes
TAR46103,SHIP46103,Yes
TAR46104,SHIP46104,No
TAR46105,SHIP46105,No
TAR46106,SHIP46106,No
TAR46107,SHIP46107,No
TAR46108,SHIP46108,No
TAR46109,SHIP46109,Yes
TAR46110,SHIP46110,Yes
TAR46111,SHIP46111,No
TAR46112,SHIP46112,No
TAR46113,SHIP46113,Yes
TAR46114,SHIP46114,No
TAR46115,SHIP46115,No
TAR46116,SHIP46116,No
TAR46117,SHIP46117,No
TAR46118,SHIP46118,No
TAR46119,SHIP46119,No
TAR46120,SHIP46120,No
TAR46121,SHIP46121,No
TAR46122,SHIP46122,No
TAR46123,SHIP46123,Yes
TAR46124,SHIP46124,No
TAR46125,SHIP46125,No
TAR46126,SHIP46126,Yes
TAR46127,SHIP46127,Yes
TAR46128,SHIP46128,Yes
TAR46129,SHIP46129,No
TAR46130,SHIP46130,No
TAR46131,SHIP46131,No
TAR46132,SHIP46132,Yes
TAR46133,SHIP46133,No
TAR46134,SHIP46134,Yes
TAR46135,SHIP46135,No
TAR46136,SHIP46136,Yes
TAR46137,SHIP46137,No
TAR46138,SHIP46138,No
TAR46139,SHIP46139,No
TAR46140,SHIP46140,Yes
TAR46141,SHIP46141,Yes
TAR46142,SHIP46142,Yes
TAR46143,SHIP46143,No
TAR46144,SHIP46144,Yes
TAR46145,SHIP46145,Yes
TAR46146,SHIP46146,No
TAR46147,SHIP46147,No
TAR46148,SHIP46148,No
TAR46149,SHIP46149,Yes
TAR46150,SHIP46150,Yes
TAR46151,SHIP46151,Yes
TAR46152,SHIP46152,No
TAR46153,SHIP46153,No
TAR46154,SHIP46154,No
TAR46155,SHIP46155,No
TAR46156,SHIP46156,No
TAR46157,SHIP46157,No
TAR46158,SHIP46158,No
TAR46159,SHIP46159,Yes
TAR46160,SHIP46160,Yes
TAR46161,SHIP46161,No
TAR46162,SHIP46162,Yes
TAR46163,SHIP46163,Yes
TAR46164,SHIP46164,No
TAR46165,SHIP46165,Yes
TAR46166,SHIP46166,No
TAR46167,SHIP46167,No
TAR46168,SHIP46168,Yes
TAR46169,SHIP46169,No
TAR46170,SHIP46170,Yes
TAR46171,SHIP46171,No
TAR46172,SHIP46172,Yes
TAR46173,SHIP46173,Yes
TAR46174,SHIP46174,No
TAR46175,SHIP46175,No
TAR46176,SHIP46176,No
TAR46177,SHIP46177,Yes
TAR46178,SHIP46178,Yes
TAR46179,SHIP46179,No
TAR46180,SHIP46180,No
TAR46181,SHIP46181,No
TAR46182,SHIP46182,No
TAR46183,SHIP46183,No
TAR46184,SHIP46184,Yes
TAR46185,SHIP46185,No
TAR46186,SHIP46186,No
TAR46187,SHIP46187,Yes
TAR46188,SHIP46188,Yes
TAR46189,SHIP46189,No
TAR46190,SHIP46190,Yes
TAR46191,SHIP46191,No
TAR46192,SHIP46192,No
TAR46193,SHIP46193,No
TAR46194,SHIP46194,Yes
TAR46195,SHIP46195,No
TAR46196,SHIP46196,No
TAR46197,SHIP46197,No
TAR46198,SHIP46198,No
TAR46199,SHIP46199,No
TAR46200,SHIP46200,No
TAR46201,SHIP46201,No
TAR46202,SHIP46202,Yes
TAR46203,SHIP46203,Yes
TAR46204,SHIP46204,Yes
TAR46205,SHIP46205,No
TAR46206,SHIP46206,Yes
TAR46207,SHIP46207,No
TAR46208,SHIP46208,Yes
TAR46209,SHIP46209,Yes
TAR46210,SHIP46210,No
TAR46211,SHIP46211,No
TAR46212,SHIP46212,No
TAR46213,SHIP46213,No
TAR46214,SHIP46214,Yes
TAR46215,SHIP46215,No
TAR46216,SHIP46216,Yes
TAR46217,SHIP46217,Yes
TAR46218,SHIP46218,No
TAR46219,SHIP46219,Yes
TAR46220,SHIP46220,No
TAR46221,SHIP46221,No
TAR46222,SHIP46222,Yes
TAR46223,SHIP46223,Yes
TAR46224,SHIP46224,No
TAR46225,SHIP46225,Yes
TAR46226,SHIP46226,No
TAR46227,SHIP46227,No
TAR46228,SHIP46228,Yes
TAR46229,SHIP46229,No
TAR46230,SHIP46230,No
TAR46231,SHIP46231,No
TAR46232,SHIP46232,No
TAR46233,SHIP46233,No
TAR46234,SHIP46234,No
TAR46235,SHIP46235,No
TAR46236,SHIP46236,Yes
TAR46237,SHIP46237,Yes
TAR46238,SHIP46238,No
TAR46239,SHIP46239,No
TAR46240,SHIP46240,No
TAR46241,SHIP46241,No
TAR46242,SHIP46242,No
TAR46243,SHIP46243,Yes
TAR46244,SHIP46244,No
TAR46245,SHIP46245,No
TAR46246,SHIP46246,No
TAR46247,SHIP46247,Yes
TAR46248,SHIP46248,No
TAR46249,SHIP46249,No
TAR46250,SHIP46250,No
TAR46251,SHIP46251,No
TAR46252,SHIP46252,No
TAR46253,SHIP46253,No
TAR46254,SHIP46254,No
TAR46255,SHIP46255,Yes
TAR46256,SHIP46256,Yes
TAR46257,SHIP46257,No
TAR46258,SHIP46258,Yes
TAR46259,SHIP46259,No
TAR46260,SHIP46260,No
TAR46261,SHIP46261,No
TAR46262,SHIP46262,No
TAR46263,SHIP46263,No
TAR46264,SHIP46264,Yes
TAR46265,SHIP46265,No
TAR46266,SHIP46266,No
TAR46267,SHIP46267,No
TAR46268,SHIP46268,No
TAR46269,SHIP46269,No
TAR46270,SHIP46270,No
TAR46271,SHIP46271,Yes
TAR46272,SHIP46272,Yes
TAR46273,SHIP46273,Yes
TAR46274,SHIP46274,No
TAR46275,SHIP46275,No
TAR46276,SHIP46276,Yes
TAR46277,SHIP46277,No
TAR46278,SHIP46278,Yes
TAR46279,SHIP46279,No
TAR46280,SHIP46280,No
TAR46281,SHIP46281,No
TAR46282,SHIP46282,No
TAR46283,SHIP46283,No
TAR46284,SHIP46284,No
TAR46285,SHIP46285,Yes
TAR46286,SHIP46286,No
TAR46287,SHIP46287,No
TAR46288,SHIP46288,No
TAR46289,SHIP46289,Yes
TAR46290,SHIP46290,No
TAR46291,SHIP46291,No
TAR46292,SHIP46292,No
TAR46293,SHIP46293,Yes
TAR46294,SHIP46294,No
TAR46295,SHIP46295,No
TAR46296,SHIP46296,No
TAR46297,SHIP46297,Yes
TAR46298,SHIP46298,Yes
TAR46299,SHIP46299,No
TAR46300,SHIP46300,No
TAR46301,SHIP46301,No
TAR46302,SHIP46302,Yes
TAR46303,SHIP46303,Yes
TAR46304,SHIP46304,No
TAR46305,SHIP46305,No
TAR46306,SHIP46306,Yes
TAR46307,SHIP46307,No
TAR46308,SHIP46308,Yes
TAR46309,SHIP46309,Yes
TAR46310,SHIP46310,No
TAR46311,SHIP46311,No
TAR46312,SHIP46312,Yes
TAR46313,SHIP46313,Yes
TAR46314,SHIP46314,No
TAR46315,SHIP46315,Yes
TAR46316,SHIP46316,Yes
TAR46317,SHIP46317,Yes
TAR46318,SHIP46318,No
TAR46319,SHIP46319,Yes
TAR46320,SHIP46320,No
TAR46321,SHIP46321,Yes
TAR46322,SHIP46322,Yes
TAR46323,SHIP46323,No
TAR46324,SHIP46324,No
TAR46325,SHIP46325,No
TAR46326,SHIP46326,No
TAR46327,SHIP46327,Yes
TAR46328,SHIP46328,No
TAR46329,SHIP46329,No
TAR46330,SHIP46330,Yes
TAR46331,SHIP46331,Yes
TAR46332,SHIP46332,No
TAR46333,SHIP46333,No
TAR46334,SHIP46334,No
TAR46335,SHIP46335,No
TAR46336,SHIP46336,Yes
TAR46337,SHIP46337,No
TAR46338,SHIP46338,No
TAR46339,SHIP46339,Yes
TAR46340,SHIP46340,No
TAR46341,SHIP46341,No
TAR46342,SHIP46342,No
TAR46343,SHIP46343,No
TAR46344,SHIP46344,No
TAR46345,SHIP46345,No
TAR46346,SHIP46346,Yes
TAR46347,SHIP46347,Yes
TAR46348,SHIP46348,No
TAR46349,SHIP46349,Yes
TAR46350,SHIP46350,No
TAR46351,SHIP46351,No
TAR46352,SHIP46352,Yes
TAR46353,SHIP46353,No
TAR46354,SHIP46354,Yes
TAR46355,SHIP46355,No
TAR46356,SHIP46356,Yes
TAR46357,SHIP46357,Yes
TAR46358,SHIP46358,No
TAR46359,SHIP46359,No
TAR46360,SHIP46360,Yes
TAR46361,SHIP46361,Yes
TAR46362,SHIP46362,Yes
TAR46363,SHIP46363,Yes
TAR46364,SHIP46364,Yes
TAR46365,SHIP46365,Yes
TAR46366,SHIP46366,No
TAR46367,SHIP46367,No
TAR46368,SHIP46368,No
TAR46369,SHIP46369,No
TAR46370,SHIP46370,Yes
TAR46371,SHIP46371,Yes
TAR46372,SHIP46372,No
TAR46373,SHIP46373,No
TAR46374,SHIP46374,No
TAR46375,SHIP46375,No
TAR46376,SHIP46376,No
TAR46377,SHIP46377,Yes
TAR46378,SHIP46378,Yes
TAR46379,SHIP46379,No
TAR46380,SHIP46380,No
TAR46381,SHIP46381,Yes
TAR46382,SHIP46382,No
TAR46383,SHIP46383,Yes
TAR46384,SHIP46384,No
TAR46385,SHIP46385,Yes
TAR46386,SHIP46386,No
TAR46387,SHIP46387,No
TAR46388,SHIP46388,Yes
TAR46389,SHIP46389,No
TAR46390,SHIP46390,Yes
TAR46391,SHIP46391,No
TAR46392,SHIP46392,Yes
TAR46393,SHIP46393,No
TAR46394,SHIP46394,No
TAR46395,SHIP46395,Yes
TAR46396,SHIP46396,Yes
TAR46397,SHIP46397,Yes
TAR46398,SHIP46398,No
TAR46399,SHIP46399,No
TAR46400,SHIP46400,No
TAR46401,SHIP46401,No
TAR46402,SHIP46402,Yes
TAR46403,SHIP46403,Yes
TAR46404,SHIP46404,No
TAR46405,SHIP46405,No
TAR46406,SHIP46406,Yes
TAR46407,SHIP46407,No
TAR46408,SHIP46408,Yes
TAR46409,SHIP46409,No
TAR46410,SHIP46410,Yes
TAR46411,SHIP46411,No
TAR46412,SHIP46412,Yes
TAR46413,SHIP46413,No
TAR46414,SHIP46414,Yes
TAR46415,SHIP46415,No
TAR46416,SHIP46416,Yes
TAR46417,SHIP46417,No
TAR46418,SHIP46418,No
TAR46419,SHIP46419,Yes
TAR46420,SHIP46420,No
TAR46421,SHIP46421,No
TAR46422,SHIP46422,No
TAR46423,SHIP46423,No
TAR46424,SHIP46424,Yes
TAR46425,SHIP46425,No
TAR46426,SHIP46426,Yes
TAR46427,SHIP46427,Yes
TAR46428,SHIP46428,No
TAR46429,SHIP46429,No
TAR46430,SHIP46430,No
TAR46431,SHIP46431,Yes
TAR46432,SHIP46432,No
TAR46433,SHIP46433,No
TAR46434,SHIP46434,Yes
TAR46435,SHIP46435,Yes
TAR46436,SHIP46436,No
TAR46437,SHIP46437,Yes
TAR46438,SHIP46438,Yes
TAR46439,SHIP46439,Yes
TAR46440,SHIP46440,No
TAR46441,SHIP46441,No
TAR46442,SHIP46442,No
TAR46443,SHIP46443,No
TAR46444,SHIP46444,Yes
TAR46445,SHIP46445,Yes
TAR46446,SHIP46446,No
TAR46447,SHIP46447,No
TAR46448,SHIP46448,No
TAR46449,SHIP46449,No
TAR46450,SHIP46450,No
TAR46451,SHIP46451,No
TAR46452,SHIP46452,No
TAR46453,SHIP46453,Yes
TAR46454,SHIP46454,Yes
TAR46455,SHIP46455,Yes
TAR46456,SHIP46456,No
TAR46457,SHIP46457,No
TAR46458,SHIP46458,No
TAR46459,SHIP46459,Yes
TAR46460,SHIP46460,No
TAR46461,SHIP46461,No
TAR46462,SHIP46462,No
TAR46463,SHIP46463,Yes
TAR46464,SHIP46464,No
TAR46465,SHIP46465,Yes
TAR46466,SHIP46466,No
TAR46467,SHIP46467,No
TAR46468,SHIP46468,Yes
TAR46469,SHIP46469,Yes
TAR46470,SHIP46470,No
TAR46471,SHIP46471,Yes
TAR46472,SHIP46472,No
TAR46473,SHIP46473,Yes
TAR46474,SHIP46474,Yes
TAR46475,SHIP46475,No
TAR46476,SHIP46476,No
TAR46477,SHIP46477,No
TAR46478,SHIP46478,No
TAR46479,SHIP46479,Yes
TAR46480,SHIP46480,Yes
TAR46481,SHIP46481,No
TAR46482,SHIP46482,No
TAR46483,SHIP46483,No
TAR46484,SHIP46484,No
TAR46485,SHIP46485,No
TAR46486,SHIP46486,No
TAR46487,SHIP46487,No
TAR46488,SHIP46488,Yes
TAR46489,SHIP46489,No
TAR46490,SHIP46490,Yes
TAR46491,SHIP46491,No
TAR46492,SHIP46492,No
TAR46493,SHIP46493,No
TAR46494,SHIP46494,No
TAR46495,SHIP46495,No
TAR46496,SHIP46496,No
TAR46497,SHIP46497,Yes
TAR46498,SHIP46498,Yes
TAR46499,SHIP46499,No
TAR46500,SHIP46500,Yes
TAR46501,SHIP46501,No
TAR46502,SHIP46502,No
TAR46503,SHIP46503,No
TAR46504,SHIP46504,No
TAR46505,SHIP46505,Yes
TAR46506,SHIP46506,No
TAR46507,SHIP46507,No
TAR46508,SHIP46508,No
TAR46509,SHIP46509,No
TAR46510,SHIP46510,Yes
TAR46511,SHIP46511,Yes
TAR46512,SHIP46512,Yes
TAR46513,SHIP46513,Yes
TAR46514,SHIP46514,No
TAR46515,SHIP46515,No
TAR46516,SHIP46516,No
TAR46517,SHIP46517,Yes
TAR46518,SHIP46518,Yes
TAR46519,SHIP46519,Yes
TAR46520,SHIP46520,No
TAR46521,SHIP46521,Yes
TAR46522,SHIP46522,Yes
TAR46523,SHIP46523,Yes
TAR46524,SHIP46524,Yes
TAR46525,SHIP46525,No
TAR46526,SHIP46526,Yes
TAR46527,SHIP46527,Yes
TAR46528,SHIP46528,Yes
TAR46529,SHIP46529,No
TAR46530,SHIP46530,No
TAR46531,SHIP46531,No
TAR46532,SHIP46532,No
TAR46533,SHIP46533,No
TAR46534,SHIP46534,No
TAR46535,SHIP46535,No
TAR46536,SHIP46536,No
TAR46537,SHIP46537,No
TAR46538,SHIP46538,No
TAR46539,SHIP46539,No
TAR46540,SHIP46540,No
TAR46541,SHIP46541,Yes
TAR46542,SHIP46542,No
TAR46543,SHIP46543,No
TAR46544,SHIP46544,No
TAR46545,SHIP46545,No
TAR46546,SHIP46546,Yes
TAR46547,SHIP46547,Yes
TAR46548,SHIP46548,No
TAR46549,SHIP46549,No
TAR46550,SHIP46550,No
TAR46551,SHIP46551,No
TAR46552,SHIP46552,Yes
TAR46553,SHIP46553,No
TAR46554,SHIP46554,Yes
TAR46555,SHIP46555,Yes
TAR46556,SHIP46556,No
TAR46557,SHIP46557,No
TAR46558,SHIP46558,No
TAR46559,SHIP46559,No
TAR46560,SHIP46560,No
TAR46561,SHIP46561,No
TAR46562,SHIP46562,No
TAR46563,SHIP46563,Yes
TAR46564,SHIP46564,No
TAR46565,SHIP46565,No
TAR46566,SHIP46566,No
TAR46567,SHIP46567,Yes
TAR46568,SHIP46568,No
TAR46569,SHIP46569,No
TAR46570,SHIP46570,No
TAR46571,SHIP46571,Yes
TAR46572,SHIP46572,Yes
TAR46573,SHIP46573,No
TAR46574,SHIP46574,No
TAR46575,SHIP46575,No
TAR46576,SHIP46576,No
TAR46577,SHIP46577,No
TAR46578,SHIP46578,No
TAR46579,SHIP46579,No
TAR46580,SHIP46580,No
TAR46581,SHIP46581,Yes
TAR46582,SHIP46582,No
TAR46583,SHIP46583,Yes
TAR46584,SHIP46584,No
TAR46585,SHIP46585,No
TAR46586,SHIP46586,No
TAR46587,SHIP46587,No
TAR46588,SHIP46588,No
TAR46589,SHIP46589,No
TAR46590,SHIP46590,No
TAR46591,SHIP46591,No
TAR46592,SHIP46592,No
TAR46593,SHIP46593,No
TAR46594,SHIP46594,Yes
TAR46595,SHIP46595,No
TAR46596,SHIP46596,No
TAR46597,SHIP46597,Yes
TAR46598,SHIP46598,Yes
TAR46599,SHIP46599,No
TAR46600,SHIP46600,No
TAR46601,SHIP46601,Yes
TAR46602,SHIP46602,Yes
TAR46603,SHIP46603,Yes
TAR46604,SHIP46604,No
TAR46605,SHIP46605,Yes
TAR46606,SHIP46606,No
TAR46607,SHIP46607,No
TAR46608,SHIP46608,No
TAR46609,SHIP46609,No
TAR46610,SHIP46610,Yes
TAR46611,SHIP46611,Yes
TAR46612,SHIP46612,Yes
TAR46613,SHIP46613,No
TAR46614,SHIP46614,No
TAR46615,SHIP46615,No
TAR46616,SHIP46616,No
TAR46617,SHIP46617,No
TAR46618,SHIP46618,No
TAR46619,SHIP46619,No
TAR46620,SHIP46620,No
TAR46621,SHIP46621,No
TAR46622,SHIP46622,No
TAR46623,SHIP46623,Yes
TAR46624,SHIP46624,Yes
TAR46625,SHIP46625,No
TAR46626,SHIP46626,No
TAR46627,SHIP46627,No
TAR46628,SHIP46628,No
TAR46629,SHIP46629,No
TAR46630,SHIP46630,No
TAR46631,SHIP46631,No
TAR46632,SHIP46632,No
TAR46633,SHIP46633,Yes
TAR46634,SHIP46634,No
TAR46635,SHIP46635,No
TAR46636,SHIP46636,No
TAR46637,SHIP46637,No
TAR46638,SHIP46638,Yes
TAR46639,SHIP46639,No
TAR46640,SHIP46640,Yes
TAR46641,SHIP46641,No
TAR46642,SHIP46642,No
TAR46643,SHIP46643,Yes
TAR46644,SHIP46644,No
TAR46645,SHIP46645,No
TAR46646,SHIP46646,No
TAR46647,SHIP46647,No
TAR46648,SHIP46648,No
TAR46649,SHIP46649,No
TAR46650,SHIP46650,No
TAR46651,SHIP46651,Yes
TAR46652,SHIP46652,No
TAR46653,SHIP46653,No
TAR46654,SHIP46654,No
TAR46655,SHIP46655,No
TAR46656,SHIP46656,No
TAR46657,SHIP46657,Yes
TAR46658,SHIP46658,No
TAR46659,SHIP46659,No
TAR46660,SHIP46660,No
TAR46661,SHIP46661,No
TAR46662,SHIP46662,No
TAR46663,SHIP46663,Yes
TAR46664,SHIP46664,Yes
TAR46665,SHIP46665,No
TAR46666,SHIP46666,Yes
TAR46667,SHIP46667,No
TAR46668,SHIP46668,Yes
TAR46669,SHIP46669,Yes
TAR46670,SHIP46670,No
TAR46671,SHIP46671,No
TAR46672,SHIP46672,No
TAR46673,SHIP46673,No
TAR46674,SHIP46674,No
TAR46675,SHIP46675,No
TAR46676,SHIP46676,No
TAR46677,SHIP46677,No
TAR46678,SHIP46678,Yes
TAR46679,SHIP46679,No
TAR46680,SHIP46680,No
TAR46681,SHIP46681,No
TAR46682,SHIP46682,No
TAR46683,SHIP46683,No
TAR46684,SHIP46684,Yes
TAR46685,SHIP46685,No
TAR46686,SHIP46686,Yes
TAR46687,SHIP46687,Yes
TAR46688,SHIP46688,Yes
TAR46689,SHIP46689,No
TAR46690,SHIP46690,No
TAR46691,SHIP46691,No
TAR46692,SHIP46692,Yes
TAR46693,SHIP46693,No
TAR46694,SHIP46694,Yes
TAR46695,SHIP46695,Yes
TAR46696,SHIP46696,No
TAR46697,SHIP46697,No
TAR46698,SHIP46698,Yes
TAR46699,SHIP46699,Yes
TAR46700,SHIP46700,No
TAR46701,SHIP46701,Yes
TAR46702,SHIP46702,Yes
TAR46703,SHIP46703,No
TAR46704,SHIP46704,No
TAR46705,SHIP46705,No
TAR46706,SHIP46706,No
TAR46707,SHIP46707,No
TAR46708,SHIP46708,Yes
TAR46709,SHIP46709,No
TAR46710,SHIP46710,Yes
TAR46711,SHIP46711,No
TAR46712,SHIP46712,No
TAR46713,SHIP46713,Yes
TAR46714,SHIP46714,No
TAR46715,SHIP46715,No
TAR46716,SHIP46716,No
TAR46717,SHIP46717,No
TAR46718,SHIP46718,Yes
TAR46719,SHIP46719,Yes
TAR46720,SHIP46720,No
TAR46721,SHIP46721,No
TAR46722,SHIP46722,No
TAR46723,SHIP46723,Yes
TAR46724,SHIP46724,Yes
TAR46725,SHIP46725,Yes
TAR46726,SHIP46726,No
TAR46727,SHIP46727,No
TAR46728,SHIP46728,No
TAR46729,SHIP46729,No
TAR46730,SHIP46730,No
TAR46731,SHIP46731,Yes
TAR46732,SHIP46732,Yes
TAR46733,SHIP46733,Yes
TAR46734,SHIP46734,No
TAR46735,SHIP46735,No
TAR46736,SHIP46736,No
TAR46737,SHIP46737,No
TAR46738,SHIP46738,No
TAR46739,SHIP46739,Yes
TAR46740,SHIP46740,No
TAR46741,SHIP46741,Yes
TAR46742,SHIP46742,No
TAR46743,SHIP46743,No
TAR46744,SHIP46744,Yes
TAR46745,SHIP46745,No
TAR46746,SHIP46746,No
TAR46747,SHIP46747,No
TAR46748,SHIP46748,No
TAR46749,SHIP46749,No
TAR46750,SHIP46750,No
