Transport_ID,Shipment_ID,Transport_Mode,Route_Distance,Fuel_Cost
TR39526,SHIP39526,Air,4894,117764.76
TR39527,SHIP39527,Rail,570,3706.82
TR39528,SHIP39528,Truck,516,5726.56
TR39529,SHIP39529,Ship,6899,14293.77
TR39530,SHIP39530,Air,3989,114369.92
TR39531,SHIP39531,Truck,140,1799.6
TR39532,SHIP39532,Ship,1412,3339.11
TR39533,SHIP39533,Air,3562,114402.18
TR39534,SHIP39534,Rail,675,2958.38
TR39535,SHIP39535,Ship,1559,3185.14
TR39536,SHIP39536,Ship,3225,14226.0
TR39537,SHIP39537,Truck,700,7403.82
TR39538,SHIP39538,Rail,2385,15454.31
TR39539,SHIP39539,Truck,211,2458.24
TR39540,SHIP39540,Ship,1745,7315.47
TR39541,SHIP39541,Ship,5195,14351.82
TR39542,SHIP39542,Rail,2024,12691.6
TR39543,SHIP39543,Air,2786,89644.2
TR39544,SHIP39544,Air,4860,138835.74
TR39545,SHIP39545,Truck,1187,12975.56
TR39546,SHIP39546,Truck,624,7275.87
TR39547,SHIP39547,Rail,601,3741.44
TR39548,SHIP39548,Rail,1371,7950.58
TR39549,SHIP39549,Ship,4300,15996.48
TR39550,SHIP39550,Truck,1021,9327.83
TR39551,SHIP39551,Truck,361,4086.48
TR39552,SHIP39552,Air,1359,46560.54
TR39553,SHIP39553,Truck,906,10566.76
TR39554,SHIP39554,Rail,2035,13675.74
TR39555,SHIP39555,Rail,1483,10161.95
TR39556,SHIP39556,Truck,652,8375.77
TR39557,SHIP39557,Air,4955,165733.66
TR39558,SHIP39558,Rail,711,3469.04
TR39559,SHIP39559,Truck,309,3515.84
TR39560,SHIP39560,Truck,134,1496.82
TR39561,SHIP39561,Truck,1039,10948.29
TR39562,SHIP39562,Truck,1014,10782.3
TR39563,SHIP39563,Truck,200,2492.76
TR39564,SHIP39564,Truck,715,9071.16
TR39565,SHIP39565,Rail,1289,8507.05
TR39566,SHIP39566,Ship,5454,12782.17
TR39567,SHIP39567,Truck,541,6379.68
TR39568,SHIP39568,Truck,693,8319.27
TR39569,SHIP39569,Truck,658,6715.32
TR39570,SHIP39570,Truck,448,5341.84
TR39571,SHIP39571,Air,4253,102593.58
TR39572,SHIP39572,Truck,934,9278.6
TR39573,SHIP39573,Air,2891,71270.51
TR39574,SHIP39574,Truck,572,6670.47
TR39575,SHIP39575,Ship,3201,13099.21
TR39576,SHIP39576,Air,1662,38034.74
TR39577,SHIP39577,Truck,251,2646.5
TR39578,SHIP39578,Truck,645,6300.39
TR39579,SHIP39579,Ship,2594,12795.33
TR39580,SHIP39580,Rail,965,6725.4
TR39581,SHIP39581,Truck,1168,13312.08
TR39582,SHIP39582,Air,3078,105189.29
TR39583,SHIP39583,Truck,1023,10055.62
TR39584,SHIP39584,Air,961,26736.83
TR39585,SHIP39585,Truck,742,8535.38
TR39586,SHIP39586,Rail,1163,6253.79
TR39587,SHIP39587,Truck,367,4738.66
TR39588,SHIP39588,Air,946,26574.76
TR39589,SHIP39589,Air,3127,91369.95
TR39590,SHIP39590,Air,4073,135557.43
TR39591,SHIP39591,Truck,191,1958.58
TR39592,SHIP39592,Rail,1960,8214.07
TR39593,SHIP39593,Truck,962,11520.37
TR39594,SHIP39594,Rail,503,2961.74
TR39595,SHIP39595,Rail,2439,14455.93
TR39596,SHIP39596,Rail,1196,5208.49
TR39597,SHIP39597,Air,3715,101628.68
TR39598,SHIP39598,Ship,2131,5055.45
TR39599,SHIP39599,Truck,786,8483.13
TR39600,SHIP39600,Rail,1029,5154.95
TR39601,SHIP39601,Air,2447,79629.27
TR39602,SHIP39602,Rail,414,2454.49
TR39603,SHIP39603,Rail,1171,5142.39
TR39604,SHIP39604,Truck,1161,12788.49
TR39605,SHIP39605,Truck,227,2750.7
TR39606,SHIP39606,Rail,1782,9319.28
TR39607,SHIP39607,Truck,59,604.85
TR39608,SHIP39608,Air,2601,69429.57
TR39609,SHIP39609,Truck,119,1155.89
TR39610,SHIP39610,Truck,549,5376.52
TR39611,SHIP39611,Truck,1177,14603.96
TR39612,SHIP39612,Truck,1030,11060.03
TR39613,SHIP39613,Truck,625,7235.27
TR39614,SHIP39614,Rail,905,5617.39
TR39615,SHIP39615,Ship,3891,14855.57
TR39616,SHIP39616,Rail,994,5836.23
TR39617,SHIP39617,Rail,1559,6658.42
TR39618,SHIP39618,Air,4453,137638.45
TR39619,SHIP39619,Truck,131,1569.21
TR39620,SHIP39620,Air,1235,28323.37
TR39621,SHIP39621,Air,4638,156669.35
TR39622,SHIP39622,Rail,2488,16018.59
TR39623,SHIP39623,Truck,1130,11643.2
TR39624,SHIP39624,Truck,429,5576.68
TR39625,SHIP39625,Truck,657,6563.08
TR39626,SHIP39626,Air,4723,146293.45
TR39627,SHIP39627,Ship,2677,9746.62
TR39628,SHIP39628,Truck,516,5282.24
TR39629,SHIP39629,Rail,2496,10822.64
TR39630,SHIP39630,Air,4427,120778.59
TR39631,SHIP39631,Rail,1043,6864.14
TR39632,SHIP39632,Ship,3000,14021.5
TR39633,SHIP39633,Truck,1178,12716.43
TR39634,SHIP39634,Truck,1045,9640.49
TR39635,SHIP39635,Ship,5766,13309.76
TR39636,SHIP39636,Truck,193,1955.66
TR39637,SHIP39637,Rail,1242,5497.25
TR39638,SHIP39638,Ship,4091,15526.05
TR39639,SHIP39639,Truck,179,1896.67
TR39640,SHIP39640,Rail,1586,9775.55
TR39641,SHIP39641,Rail,1362,7171.08
TR39642,SHIP39642,Air,1120,35392.23
TR39643,SHIP39643,Rail,1513,9342.41
TR39644,SHIP39644,Truck,417,5316.84
TR39645,SHIP39645,Rail,1956,8827.67
TR39646,SHIP39646,Rail,2499,10554.05
TR39647,SHIP39647,Truck,1144,11234.71
TR39648,SHIP39648,Air,2637,90139.18
TR39649,SHIP39649,Truck,834,8073.46
TR39650,SHIP39650,Rail,724,4074.94
TR39651,SHIP39651,Truck,129,1640.71
TR39652,SHIP39652,Ship,6421,20975.56
TR39653,SHIP39653,Air,3230,93114.26
TR39654,SHIP39654,Air,1236,38696.87
TR39655,SHIP39655,Truck,796,7877.62
TR39656,SHIP39656,Air,1619,48835.48
TR39657,SHIP39657,Ship,3531,8075.15
TR39658,SHIP39658,Rail,639,4052.87
TR39659,SHIP39659,Truck,498,4626.62
TR39660,SHIP39660,Truck,1087,10542.33
TR39661,SHIP39661,Rail,324,2257.1
TR39662,SHIP39662,Air,2945,99523.22
TR39663,SHIP39663,Rail,917,5596.82
TR39664,SHIP39664,Air,1361,32780.8
TR39665,SHIP39665,Truck,309,2965.14
TR39666,SHIP39666,Truck,893,10919.31
TR39667,SHIP39667,Truck,293,3571.69
TR39668,SHIP39668,Rail,834,4767.33
TR39669,SHIP39669,Rail,1527,7085.14
TR39670,SHIP39670,Rail,703,3123.23
TR39671,SHIP39671,Ship,5852,21009.64
TR39672,SHIP39672,Rail,689,4511.12
TR39673,SHIP39673,Air,2363,74526.93
TR39674,SHIP39674,Truck,885,8283.92
TR39675,SHIP39675,Truck,336,4174.11
TR39676,SHIP39676,Truck,878,11215.97
TR39677,SHIP39677,Ship,2085,4296.75
TR39678,SHIP39678,Air,2092,50395.95
TR39679,SHIP39679,Rail,1297,6095.63
TR39680,SHIP39680,Rail,1989,12779.29
TR39681,SHIP39681,Truck,272,2550.29
TR39682,SHIP39682,Ship,5546,24244.92
TR39683,SHIP39683,Truck,968,9719.67
TR39684,SHIP39684,Rail,1415,5834.17
TR39685,SHIP39685,Truck,689,8869.43
TR39686,SHIP39686,Ship,2562,8713.48
TR39687,SHIP39687,Truck,628,7222.6
TR39688,SHIP39688,Air,2828,78828.05
TR39689,SHIP39689,Truck,319,3002.66
TR39690,SHIP39690,Truck,318,3223.29
TR39691,SHIP39691,Truck,183,1853.53
TR39692,SHIP39692,Truck,1149,12770.94
TR39693,SHIP39693,Truck,909,11273.53
TR39694,SHIP39694,Truck,500,5283.84
TR39695,SHIP39695,Ship,4391,9552.74
TR39696,SHIP39696,Truck,515,5408.24
TR39697,SHIP39697,Rail,2410,16227.68
TR39698,SHIP39698,Truck,182,1666.59
TR39699,SHIP39699,Truck,809,10213.2
TR39700,SHIP39700,Truck,758,9156.29
TR39701,SHIP39701,Truck,1126,11323.02
TR39702,SHIP39702,Rail,685,4424.31
TR39703,SHIP39703,Air,3691,100159.63
TR39704,SHIP39704,Truck,1111,10369.21
TR39705,SHIP39705,Rail,738,2983.85
TR39706,SHIP39706,Rail,1101,6256.43
TR39707,SHIP39707,Truck,409,4427.46
TR39708,SHIP39708,Rail,2129,9005.28
TR39709,SHIP39709,Air,1049,28825.15
TR39710,SHIP39710,Truck,1154,12710.62
TR39711,SHIP39711,Truck,359,4647.36
TR39712,SHIP39712,Rail,1628,7237.64
TR39713,SHIP39713,Air,4689,105585.89
TR39714,SHIP39714,Rail,1256,6755.39
TR39715,SHIP39715,Truck,788,7919.04
TR39716,SHIP39716,Rail,926,5949.11
TR39717,SHIP39717,Truck,427,3978.42
TR39718,SHIP39718,Rail,318,1787.47
TR39719,SHIP39719,Truck,582,7223.93
TR39720,SHIP39720,Truck,171,1750.42
TR39721,SHIP39721,Rail,418,1738.35
TR39722,SHIP39722,Truck,425,4938.18
TR39723,SHIP39723,Air,2315,79687.14
TR39724,SHIP39724,Truck,1033,13211.22
TR39725,SHIP39725,Ship,4216,13646.5
TR39726,SHIP39726,Rail,2158,10956.56
TR39727,SHIP39727,Ship,2568,9315.37
TR39728,SHIP39728,Air,4582,134251.79
TR39729,SHIP39729,Rail,1216,7544.02
TR39730,SHIP39730,Truck,859,9019.35
TR39731,SHIP39731,Truck,1135,12762.97
TR39732,SHIP39732,Truck,542,5842.27
TR39733,SHIP39733,Air,2172,61936.93
TR39734,SHIP39734,Truck,108,1302.21
TR39735,SHIP39735,Truck,881,11235.92
TR39736,SHIP39736,Rail,662,4465.93
TR39737,SHIP39737,Truck,594,6777.42
TR39738,SHIP39738,Truck,355,3961.51
TR39739,SHIP39739,Ship,6402,19064.04
TR39740,SHIP39740,Truck,691,6514.2
TR39741,SHIP39741,Rail,992,5628.32
TR39742,SHIP39742,Truck,732,7701.24
TR39743,SHIP39743,Truck,219,2456.78
TR39744,SHIP39744,Air,1220,32455.09
TR39745,SHIP39745,Truck,432,4988.09
TR39746,SHIP39746,Rail,1386,8270.54
TR39747,SHIP39747,Truck,693,6523.56
TR39748,SHIP39748,Air,3211,97900.58
TR39749,SHIP39749,Rail,1897,12254.84
TR39750,SHIP39750,Rail,1274,5767.84
TR39751,SHIP39751,Rail,2080,9655.42
TR39752,SHIP39752,Ship,2911,13361.18
TR39753,SHIP39753,Truck,935,8762.87
TR39754,SHIP39754,Rail,1801,7901.5
TR39755,SHIP39755,Rail,1014,6904.59
TR39756,SHIP39756,Truck,86,1017.63
TR39757,SHIP39757,Truck,848,7951.05
TR39758,SHIP39758,Rail,1566,8144.6
TR39759,SHIP39759,Air,870,22336.15
TR39760,SHIP39760,Air,1236,37800.14
TR39761,SHIP39761,Truck,299,2896.16
TR39762,SHIP39762,Truck,811,9758.64
TR39763,SHIP39763,Rail,1545,9452.28
TR39764,SHIP39764,Rail,1819,11556.41
TR39765,SHIP39765,Truck,342,3424.28
TR39766,SHIP39766,Ship,6335,29455.09
TR39767,SHIP39767,Truck,582,6974.49
TR39768,SHIP39768,Ship,6942,33979.0
TR39769,SHIP39769,Truck,464,5017.92
TR39770,SHIP39770,Rail,1582,10739.8
TR39771,SHIP39771,Air,3076,75420.3
TR39772,SHIP39772,Air,4774,117809.41
TR39773,SHIP39773,Ship,2270,6111.16
TR39774,SHIP39774,Ship,6660,19649.86
TR39775,SHIP39775,Ship,2136,5369.68
TR39776,SHIP39776,Truck,397,4794.52
TR39777,SHIP39777,Truck,684,8874.04
TR39778,SHIP39778,Rail,2454,15080.14
TR39779,SHIP39779,Truck,819,9063.97
TR39780,SHIP39780,Ship,1702,5592.4
TR39781,SHIP39781,Ship,4320,17829.94
TR39782,SHIP39782,Truck,184,1918.91
TR39783,SHIP39783,Air,1365,31052.85
TR39784,SHIP39784,Rail,517,3500.85
TR39785,SHIP39785,Truck,466,5871.83
TR39786,SHIP39786,Truck,890,8757.04
TR39787,SHIP39787,Ship,5545,23005.92
TR39788,SHIP39788,Air,3816,130352.2
TR39789,SHIP39789,Air,3529,104956.43
TR39790,SHIP39790,Rail,1509,10440.58
TR39791,SHIP39791,Truck,594,7637.35
TR39792,SHIP39792,Rail,1822,10879.75
TR39793,SHIP39793,Truck,237,2549.48
TR39794,SHIP39794,Truck,905,9757.3
TR39795,SHIP39795,Rail,416,2734.35
TR39796,SHIP39796,Truck,1086,13587.77
TR39797,SHIP39797,Truck,998,11932.7
TR39798,SHIP39798,Truck,293,3471.12
TR39799,SHIP39799,Air,2193,49649.53
TR39800,SHIP39800,Truck,76,978.73
TR39801,SHIP39801,Truck,1004,11025.8
TR39802,SHIP39802,Air,3787,110671.37
TR39803,SHIP39803,Rail,1346,6806.55
TR39804,SHIP39804,Rail,1617,10847.4
TR39805,SHIP39805,Rail,1732,11724.24
TR39806,SHIP39806,Rail,567,2536.74
TR39807,SHIP39807,Air,968,30938.94
TR39808,SHIP39808,Truck,937,9612.25
TR39809,SHIP39809,Ship,5056,13681.93
TR39810,SHIP39810,Truck,690,8141.19
TR39811,SHIP39811,Rail,635,2656.76
TR39812,SHIP39812,Air,4220,104900.81
TR39813,SHIP39813,Air,1243,29316.95
TR39814,SHIP39814,Truck,66,783.32
TR39815,SHIP39815,Truck,799,8247.38
TR39816,SHIP39816,Rail,1988,9387.44
TR39817,SHIP39817,Rail,2417,12762.39
TR39818,SHIP39818,Rail,2060,11096.42
TR39819,SHIP39819,Truck,738,9579.62
TR39820,SHIP39820,Ship,1850,8007.18
TR39821,SHIP39821,Air,866,30032.4
TR39822,SHIP39822,Rail,671,3906.81
TR39823,SHIP39823,Truck,308,3618.0
TR39824,SHIP39824,Truck,588,6142.5
TR39825,SHIP39825,Rail,905,5383.77
TR39826,SHIP39826,Ship,1681,7043.84
TR39827,SHIP39827,Air,4612,148283.87
TR39828,SHIP39828,Rail,676,4280.13
TR39829,SHIP39829,Truck,950,9899.54
TR39830,SHIP39830,Truck,1000,10424.52
TR39831,SHIP39831,Rail,976,5540.28
TR39832,SHIP39832,Ship,1530,5746.54
TR39833,SHIP39833,Ship,1522,3127.41
TR39834,SHIP39834,Rail,1770,11762.69
TR39835,SHIP39835,Rail,2292,12021.61
TR39836,SHIP39836,Truck,957,12200.08
TR39837,SHIP39837,Rail,2133,14548.57
TR39838,SHIP39838,Truck,156,1823.0
TR39839,SHIP39839,Truck,1177,10903.56
TR39840,SHIP39840,Truck,463,5599.03
TR39841,SHIP39841,Ship,3357,10849.78
TR39842,SHIP39842,Air,3122,88053.23
TR39843,SHIP39843,Ship,5895,24916.12
TR39844,SHIP39844,Air,1397,43539.81
TR39845,SHIP39845,Rail,739,3125.14
TR39846,SHIP39846,Truck,142,1603.16
TR39847,SHIP39847,Truck,476,4390.91
TR39848,SHIP39848,Rail,2440,10736.33
TR39849,SHIP39849,Rail,1355,6296.63
TR39850,SHIP39850,Ship,5451,19959.66
TR39851,SHIP39851,Rail,2405,15235.04
TR39852,SHIP39852,Truck,706,6591.95
TR39853,SHIP39853,Ship,5245,24194.04
TR39854,SHIP39854,Rail,1323,7990.42
TR39855,SHIP39855,Rail,475,2394.3
TR39856,SHIP39856,Air,2979,82990.17
TR39857,SHIP39857,Truck,768,7179.22
TR39858,SHIP39858,Air,1455,40302.94
TR39859,SHIP39859,Truck,785,9426.16
TR39860,SHIP39860,Air,4154,111624.25
TR39861,SHIP39861,Rail,509,2153.96
TR39862,SHIP39862,Rail,573,2319.22
TR39863,SHIP39863,Rail,369,1771.54
TR39864,SHIP39864,Truck,541,6968.39
TR39865,SHIP39865,Truck,700,7818.58
TR39866,SHIP39866,Air,4093,126246.51
TR39867,SHIP39867,Ship,4371,9267.29
TR39868,SHIP39868,Truck,504,5916.91
TR39869,SHIP39869,Truck,756,9224.32
TR39870,SHIP39870,Truck,837,8232.25
TR39871,SHIP39871,Ship,1858,6270.12
TR39872,SHIP39872,Air,2590,74556.27
TR39873,SHIP39873,Truck,750,8874.45
TR39874,SHIP39874,Truck,849,10429.85
TR39875,SHIP39875,Rail,1396,9680.51
TR39876,SHIP39876,Rail,389,2115.9
TR39877,SHIP39877,Ship,1481,4370.01
TR39878,SHIP39878,Truck,1079,11892.98
TR39879,SHIP39879,Truck,603,6511.73
TR39880,SHIP39880,Truck,954,10701.03
TR39881,SHIP39881,Truck,568,6629.37
TR39882,SHIP39882,Truck,828,10636.32
TR39883,SHIP39883,Truck,983,11834.44
TR39884,SHIP39884,Air,1827,48329.55
TR39885,SHIP39885,Truck,222,2870.94
TR39886,SHIP39886,Air,2688,62947.36
TR39887,SHIP39887,Truck,1101,14065.56
TR39888,SHIP39888,Ship,5369,24672.51
TR39889,SHIP39889,Truck,57,734.26
TR39890,SHIP39890,Truck,459,4536.79
TR39891,SHIP39891,Truck,181,2030.95
TR39892,SHIP39892,Air,1197,40390.62
TR39893,SHIP39893,Truck,409,4752.07
TR39894,SHIP39894,Rail,2262,12589.1
TR39895,SHIP39895,Truck,577,5765.74
TR39896,SHIP39896,Rail,2188,12038.09
TR39897,SHIP39897,Truck,583,5774.36
TR39898,SHIP39898,Truck,736,8360.39
TR39899,SHIP39899,Ship,4239,11950.22
TR39900,SHIP39900,Rail,1713,11148.2
TR39901,SHIP39901,Rail,1023,6281.93
TR39902,SHIP39902,Air,1736,47273.19
TR39903,SHIP39903,Air,3321,101294.64
TR39904,SHIP39904,Ship,5941,25728.19
TR39905,SHIP39905,Truck,184,2347.26
TR39906,SHIP39906,Rail,791,3893.08
TR39907,SHIP39907,Air,3682,110167.25
TR39908,SHIP39908,Truck,516,5186.16
TR39909,SHIP39909,Ship,1584,5016.91
TR39910,SHIP39910,Rail,1024,6729.99
TR39911,SHIP39911,Ship,4190,14224.95
TR39912,SHIP39912,Ship,3349,16479.41
TR39913,SHIP39913,Truck,1012,9594.14
TR39914,SHIP39914,Truck,166,1622.5
TR39915,SHIP39915,Truck,1142,13351.71
TR39916,SHIP39916,Ship,6136,26168.26
TR39917,SHIP39917,Rail,715,3254.04
TR39918,SHIP39918,Rail,1893,12877.52
TR39919,SHIP39919,Truck,950,11451.37
TR39920,SHIP39920,Truck,329,4246.76
TR39921,SHIP39921,Ship,4170,14506.61
TR39922,SHIP39922,Air,2508,72366.27
TR39923,SHIP39923,Truck,87,1086.51
TR39924,SHIP39924,Air,2538,71705.49
TR39925,SHIP39925,Truck,370,3772.22
TR39926,SHIP39926,Truck,1112,10947.6
TR39927,SHIP39927,Truck,205,2194.62
TR39928,SHIP39928,Rail,1202,6712.29
TR39929,SHIP39929,Air,4272,141563.87
TR39930,SHIP39930,Ship,3500,10584.91
TR39931,SHIP39931,Truck,432,4789.61
TR39932,SHIP39932,Rail,2170,13642.41
TR39933,SHIP39933,Truck,665,6668.37
TR39934,SHIP39934,Air,1306,44630.11
TR39935,SHIP39935,Ship,1725,4238.99
TR39936,SHIP39936,Rail,391,2029.02
TR39937,SHIP39937,Rail,491,2335.8
TR39938,SHIP39938,Truck,71,678.76
TR39939,SHIP39939,Truck,441,5604.16
TR39940,SHIP39940,Truck,827,7830.65
TR39941,SHIP39941,Air,4093,102432.89
TR39942,SHIP39942,Rail,681,2742.12
TR39943,SHIP39943,Rail,687,4705.45
TR39944,SHIP39944,Rail,677,4184.46
TR39945,SHIP39945,Ship,1806,8070.44
TR39946,SHIP39946,Truck,570,6375.75
TR39947,SHIP39947,Ship,2867,7947.56
TR39948,SHIP39948,Rail,1057,5822.61
TR39949,SHIP39949,Truck,861,9410.55
TR39950,SHIP39950,Truck,694,6406.25
TR39951,SHIP39951,Rail,677,4401.26
TR39952,SHIP39952,Truck,379,4516.92
TR39953,SHIP39953,Truck,102,1124.38
TR39954,SHIP39954,Truck,265,3017.46
TR39955,SHIP39955,Truck,147,1865.24
TR39956,SHIP39956,Truck,88,903.61
TR39957,SHIP39957,Ship,6734,16474.19
TR39958,SHIP39958,Rail,1111,4876.06
TR39959,SHIP39959,Rail,801,4438.5
TR39960,SHIP39960,Truck,970,10666.04
TR39961,SHIP39961,Rail,2338,12651.89
TR39962,SHIP39962,Air,3932,95688.28
TR39963,SHIP39963,Truck,632,7861.53
TR39964,SHIP39964,Rail,2491,10706.55
TR39965,SHIP39965,Truck,1100,13572.79
TR39966,SHIP39966,Truck,273,2730.91
TR39967,SHIP39967,Rail,2157,10580.6
TR39968,SHIP39968,Truck,1013,11334.95
TR39969,SHIP39969,Rail,2126,14675.0
TR39970,SHIP39970,Air,3232,107003.45
TR39971,SHIP39971,Ship,3977,12786.93
TR39972,SHIP39972,Rail,1186,6516.38
TR39973,SHIP39973,Air,4135,118582.0
TR39974,SHIP39974,Ship,3143,7982.37
TR39975,SHIP39975,Truck,316,3187.64
TR39976,SHIP39976,Truck,743,8764.05
TR39977,SHIP39977,Rail,733,5110.94
TR39978,SHIP39978,Ship,6839,20435.27
TR39979,SHIP39979,Ship,2984,14804.67
TR39980,SHIP39980,Truck,939,9756.27
TR39981,SHIP39981,Truck,524,6599.62
TR39982,SHIP39982,Ship,3320,9797.62
TR39983,SHIP39983,Air,2677,75046.06
TR39984,SHIP39984,Ship,2042,4134.15
TR39985,SHIP39985,Truck,463,5526.99
TR39986,SHIP39986,Air,4690,127370.73
TR39987,SHIP39987,Rail,954,6079.32
TR39988,SHIP39988,Rail,641,2881.64
TR39989,SHIP39989,Truck,91,1002.03
TR39990,SHIP39990,Truck,200,2508.13
TR39991,SHIP39991,Truck,461,5948.59
TR39992,SHIP39992,Ship,6714,31141.94
TR39993,SHIP39993,Truck,338,3470.61
TR39994,SHIP39994,Rail,1807,9099.84
TR39995,SHIP39995,Truck,783,7507.95
TR39996,SHIP39996,Rail,1711,8900.29
TR39997,SHIP39997,Truck,518,5396.68
TR39998,SHIP39998,Air,1265,34129.83
TR39999,SHIP39999,Truck,578,5942.14
TR40000,SHIP40000,Air,972,23247.43
TR40001,SHIP40001,Truck,1193,13416.77
TR40002,SHIP40002,Ship,6324,17153.47
TR40003,SHIP40003,Rail,2067,13725.48
TR40004,SHIP40004,Truck,480,5132.83
TR40005,SHIP40005,Air,3880,118269.66
TR40006,SHIP40006,Ship,4964,20436.3
TR40007,SHIP40007,Ship,5718,16749.71
TR40008,SHIP40008,Truck,313,3212.66
TR40009,SHIP40009,Truck,554,5637.53
TR40010,SHIP40010,Rail,1335,6956.84
TR40011,SHIP40011,Rail,1417,9799.28
TR40012,SHIP40012,Truck,826,9853.66
TR40013,SHIP40013,Truck,111,1121.29
TR40014,SHIP40014,Rail,2483,12178.5
TR40015,SHIP40015,Truck,1045,9995.93
TR40016,SHIP40016,Ship,1917,5245.21
TR40017,SHIP40017,Truck,933,8971.27
TR40018,SHIP40018,Truck,1023,9433.27
TR40019,SHIP40019,Air,4228,130531.05
TR40020,SHIP40020,Ship,6402,12813.72
TR40021,SHIP40021,Truck,1062,12334.83
TR40022,SHIP40022,Ship,3273,11633.09
TR40023,SHIP40023,Truck,278,3315.89
TR40024,SHIP40024,Rail,2276,12535.05
TR40025,SHIP40025,Air,3172,108234.94
TR40026,SHIP40026,Ship,5359,11910.9
TR40027,SHIP40027,Air,2507,67657.25
TR40028,SHIP40028,Rail,884,4156.89
TR40029,SHIP40029,Truck,611,7614.04
TR40030,SHIP40030,Air,3572,113653.97
TR40031,SHIP40031,Truck,692,7542.11
TR40032,SHIP40032,Rail,1401,6461.57
TR40033,SHIP40033,Truck,1105,11575.3
TR40034,SHIP40034,Truck,548,5265.06
TR40035,SHIP40035,Truck,339,3682.95
TR40036,SHIP40036,Truck,542,5594.95
TR40037,SHIP40037,Truck,933,10997.29
TR40038,SHIP40038,Ship,3810,18345.62
TR40039,SHIP40039,Rail,372,1970.95
TR40040,SHIP40040,Truck,553,5245.02
TR40041,SHIP40041,Truck,548,4987.95
TR40042,SHIP40042,Air,3188,104193.19
TR40043,SHIP40043,Air,3037,96000.23
TR40044,SHIP40044,Air,2397,76325.17
TR40045,SHIP40045,Rail,1209,5402.74
TR40046,SHIP40046,Rail,1187,8174.71
TR40047,SHIP40047,Truck,1039,13214.74
TR40048,SHIP40048,Rail,1960,9270.42
TR40049,SHIP40049,Truck,732,9209.94
TR40050,SHIP40050,Ship,1882,7198.92
TR40051,SHIP40051,Rail,1728,11708.57
TR40052,SHIP40052,Air,1748,47077.64
TR40053,SHIP40053,Truck,1190,12154.48
TR40054,SHIP40054,Ship,1897,3820.04
TR40055,SHIP40055,Rail,2272,14889.87
TR40056,SHIP40056,Ship,2339,6334.67
TR40057,SHIP40057,Truck,511,5441.17
TR40058,SHIP40058,Truck,524,5224.59
TR40059,SHIP40059,Air,2187,58336.94
TR40060,SHIP40060,Truck,756,9745.73
TR40061,SHIP40061,Truck,1074,11769.21
TR40062,SHIP40062,Ship,6498,18390.83
TR40063,SHIP40063,Rail,1477,9987.15
TR40064,SHIP40064,Air,889,22220.35
TR40065,SHIP40065,Ship,5650,11675.14
TR40066,SHIP40066,Truck,853,10838.92
TR40067,SHIP40067,Ship,1141,3430.71
TR40068,SHIP40068,Rail,2417,10073.17
TR40069,SHIP40069,Rail,2102,11663.95
TR40070,SHIP40070,Rail,640,4275.49
TR40071,SHIP40071,Truck,92,1060.81
TR40072,SHIP40072,Truck,672,8088.91
TR40073,SHIP40073,Truck,757,7206.43
TR40074,SHIP40074,Truck,1191,10916.82
TR40075,SHIP40075,Air,3610,99109.98
TR40076,SHIP40076,Ship,4795,17914.45
TR40077,SHIP40077,Rail,2473,15539.69
TR40078,SHIP40078,Truck,73,898.34
TR40079,SHIP40079,Truck,1100,13544.58
TR40080,SHIP40080,Ship,5786,13309.56
TR40081,SHIP40081,Ship,4719,9684.46
TR40082,SHIP40082,Ship,3683,17832.8
TR40083,SHIP40083,Rail,1237,5438.89
TR40084,SHIP40084,Rail,2315,15803.76
TR40085,SHIP40085,Truck,221,2423.57
TR40086,SHIP40086,Truck,556,6136.35
TR40087,SHIP40087,Rail,2373,12232.64
TR40088,SHIP40088,Ship,5033,23418.27
TR40089,SHIP40089,Truck,656,7458.95
TR40090,SHIP40090,Truck,686,8730.66
TR40091,SHIP40091,Rail,1967,10345.73
TR40092,SHIP40092,Truck,114,1291.73
TR40093,SHIP40093,Truck,177,2267.67
TR40094,SHIP40094,Truck,495,6050.98
TR40095,SHIP40095,Truck,221,2330.59
TR40096,SHIP40096,Rail,2306,11184.29
TR40097,SHIP40097,Air,1745,38974.29
TR40098,SHIP40098,Rail,2175,15188.96
TR40099,SHIP40099,Truck,170,1721.24
TR40100,SHIP40100,Truck,406,3806.88
TR40101,SHIP40101,Truck,441,4118.18
TR40102,SHIP40102,Rail,958,5643.3
TR40103,SHIP40103,Air,4578,155037.04
TR40104,SHIP40104,Truck,1115,12953.17
TR40105,SHIP40105,Truck,849,8952.06
TR40106,SHIP40106,Truck,1100,13943.61
TR40107,SHIP40107,Rail,1961,10256.76
TR40108,SHIP40108,Ship,5940,23616.57
TR40109,SHIP40109,Truck,69,632.64
TR40110,SHIP40110,Truck,840,10801.95
TR40111,SHIP40111,Rail,934,4869.93
TR40112,SHIP40112,Truck,782,9548.63
TR40113,SHIP40113,Air,2479,56986.5
TR40114,SHIP40114,Air,4044,123526.63
TR40115,SHIP40115,Truck,802,10415.35
TR40116,SHIP40116,Truck,291,3141.68
TR40117,SHIP40117,Rail,1597,6857.7
TR40118,SHIP40118,Truck,260,2436.39
TR40119,SHIP40119,Air,1440,46109.8
TR40120,SHIP40120,Truck,1011,9776.2
TR40121,SHIP40121,Rail,1312,7635.37
TR40122,SHIP40122,Ship,3270,7809.25
