Metric_ID,Shipment_ID,Delivery_Cost,Delay_Hours,Customer_Priority
MET41122,SHIP41122,16829.69,6,Medium
MET41123,SHIP41123,32049.65,4,Medium
MET41124,SHIP41124,11157.31,29,Low
MET41125,SHIP41125,27578.18,2,Medium
MET41126,SHIP41126,33125.63,14,Medium
MET41127,SHIP41127,11918.93,30,Medium
MET41128,SHIP41128,23374.52,26,High
MET41129,SHIP41129,24136.29,13,High
MET41130,SHIP41130,19643.59,16,Low
MET41131,SHIP41131,28635.09,19,High
MET41132,SHIP41132,9866.2,13,Medium
MET41133,SHIP41133,14590.12,8,Medium
MET41134,SHIP41134,15501.61,1,Medium
MET41135,SHIP41135,303844.13,30,Medium
MET41136,SHIP41136,25852.47,26,Low
MET41137,SHIP41137,15743.3,0,Low
MET41138,SHIP41138,13866.51,24,Medium
MET41139,SHIP41139,81292.75,15,Low
MET41140,SHIP41140,18642.99,16,Low
MET41141,SHIP41141,69357.98,34,Medium
MET41142,SHIP41142,61828.17,12,Medium
MET41143,SHIP41143,34929.84,36,Low
MET41144,SHIP41144,34084.94,10,Medium
MET41145,SHIP41145,28377.51,7,Low
MET41146,SHIP41146,170454.83,9,High
MET41147,SHIP41147,127514.95,0,Medium
MET41148,SHIP41148,7876.04,16,Low
MET41149,SHIP41149,13510.93,20,Medium
MET41150,SHIP41150,54143.54,34,High
MET41151,SHIP41151,54515.96,43,Medium
MET41152,SHIP41152,21491.28,20,Medium
MET41153,SHIP41153,20769.59,1,Medium
MET41154,SHIP41154,26153.79,1,Medium
MET41155,SHIP41155,36582.52,16,Medium
MET41156,SHIP41156,25313.93,16,Medium
MET41157,SHIP41157,19461.08,2,Medium
MET41158,SHIP41158,25162.05,35,Low
MET41159,SHIP41159,287640.26,22,High
MET41160,SHIP41160,84534.49,11,Medium
MET41161,SHIP41161,14177.24,15,Low
MET41162,SHIP41162,12917.52,4,High
MET41163,SHIP41163,305668.19,6,Low
MET41164,SHIP41164,282281.55,2,Low
MET41165,SHIP41165,34172.38,10,Low
MET41166,SHIP41166,2567.87,19,Low
MET41167,SHIP41167,18126.56,12,High
MET41168,SHIP41168,16080.53,9,Medium
MET41169,SHIP41169,278553.3,1,High
MET41170,SHIP41170,26800.77,6,High
MET41171,SHIP41171,11712.24,0,Low
MET41172,SHIP41172,69782.04,7,Low
MET41173,SHIP41173,27574.23,9,Low
MET41174,SHIP41174,15891.23,17,Low
MET41175,SHIP41175,21631.65,6,High
MET41176,SHIP41176,121879.28,6,Medium
MET41177,SHIP41177,7340.6,9,High
MET41178,SHIP41178,243227.95,21,Low
MET41179,SHIP41179,60643.78,9,Low
MET41180,SHIP41180,17410.51,2,Medium
MET41181,SHIP41181,17734.91,16,High
MET41182,SHIP41182,49415.55,26,Medium
MET41183,SHIP41183,118198.16,12,High
MET41184,SHIP41184,11708.66,5,High
MET41185,SHIP41185,19376.63,6,Low
MET41186,SHIP41186,11303.12,2,High
MET41187,SHIP41187,11196.88,39,Low
MET41188,SHIP41188,23939.25,21,Medium
MET41189,SHIP41189,28662.22,24,High
MET41190,SHIP41190,61829.87,20,Low
MET41191,SHIP41191,26521.52,5,Low
MET41192,SHIP41192,25569.27,20,Low
MET41193,SHIP41193,22419.58,9,Low
MET41194,SHIP41194,19247.65,13,Low
MET41195,SHIP41195,22179.65,4,High
MET41196,SHIP41196,19281.48,9,Medium
MET41197,SHIP41197,20259.98,14,Low
MET41198,SHIP41198,23921.65,2,Low
MET41199,SHIP41199,19584.75,9,Low
MET41200,SHIP41200,40672.1,26,High
MET41201,SHIP41201,14679.8,2,High
MET41202,SHIP41202,12321.73,11,High
MET41203,SHIP41203,11460.22,9,Medium
MET41204,SHIP41204,5127.35,6,High
MET41205,SHIP41205,7051.03,18,Low
MET41206,SHIP41206,157759.7,30,Low
MET41207,SHIP41207,11568.99,27,Medium
MET41208,SHIP41208,29657.38,15,High
MET41209,SHIP41209,26490.58,8,Low
MET41210,SHIP41210,47878.83,60,Low
MET41211,SHIP41211,30422.33,7,High
MET41212,SHIP41212,215066.03,14,Medium
MET41213,SHIP41213,20521.55,28,Medium
MET41214,SHIP41214,58909.86,26,Low
MET41215,SHIP41215,24457.51,3,High
MET41216,SHIP41216,20908.85,25,Medium
MET41217,SHIP41217,59823.1,17,Low
MET41218,SHIP41218,11948.75,23,Low
MET41219,SHIP41219,26382.92,24,Low
MET41220,SHIP41220,7223.29,6,Low
MET41221,SHIP41221,27148.24,14,Low
MET41222,SHIP41222,14883.57,37,Low
MET41223,SHIP41223,47152.95,29,Low
MET41224,SHIP41224,19652.07,5,Low
MET41225,SHIP41225,26795.61,6,High
MET41226,SHIP41226,32035.88,26,High
MET41227,SHIP41227,41304.15,17,High
MET41228,SHIP41228,29522.85,6,High
MET41229,SHIP41229,6046.19,18,High
MET41230,SHIP41230,20458.77,13,Low
MET41231,SHIP41231,7644.63,6,High
MET41232,SHIP41232,9963.91,24,High
MET41233,SHIP41233,13769.96,10,High
MET41234,SHIP41234,3348.63,14,Low
MET41235,SHIP41235,16652.38,8,Medium
MET41236,SHIP41236,26271.81,14,Medium
MET41237,SHIP41237,2417.09,8,High
MET41238,SHIP41238,235373.82,0,Low
MET41239,SHIP41239,191360.21,5,Low
MET41240,SHIP41240,21523.52,23,Medium
MET41241,SHIP41241,94259.09,12,Medium
MET41242,SHIP41242,22171.77,3,High
MET41243,SHIP41243,17686.68,11,Medium
MET41244,SHIP41244,19562.47,25,Low
MET41245,SHIP41245,18901.01,3,Medium
MET41246,SHIP41246,9124.48,10,Medium
MET41247,SHIP41247,25023.97,19,High
MET41248,SHIP41248,2776.7,15,Low
MET41249,SHIP41249,28338.15,35,Low
MET41250,SHIP41250,6784.6,2,Medium
MET41251,SHIP41251,80350.93,38,High
MET41252,SHIP41252,7601.04,14,Medium
MET41253,SHIP41253,12710.42,14,High
MET41254,SHIP41254,24149.92,31,Low
MET41255,SHIP41255,6121.95,10,Low
MET41256,SHIP41256,13981.97,24,Low
MET41257,SHIP41257,26587.97,13,High
MET41258,SHIP41258,15385.12,15,Low
MET41259,SHIP41259,16568.33,5,Low
MET41260,SHIP41260,27380.2,16,Low
MET41261,SHIP41261,8379.41,9,High
MET41262,SHIP41262,6281.8,15,Low
MET41263,SHIP41263,7701.37,15,Medium
MET41264,SHIP41264,45554.44,17,Low
MET41265,SHIP41265,23635.32,4,Medium
MET41266,SHIP41266,11428.54,34,High
MET41267,SHIP41267,28253.98,0,Medium
MET41268,SHIP41268,343575.69,2,Medium
MET41269,SHIP41269,235196.57,17,Medium
MET41270,SHIP41270,21659.04,32,High
MET41271,SHIP41271,303961.38,13,Medium
MET41272,SHIP41272,19750.89,6,Low
MET41273,SHIP41273,42307.98,10,High
MET41274,SHIP41274,270998.82,7,Medium
MET41275,SHIP41275,28994.64,5,Low
MET41276,SHIP41276,66027.79,25,Low
MET41277,SHIP41277,21122.95,8,Medium
MET41278,SHIP41278,25704.56,29,Medium
MET41279,SHIP41279,28206.82,12,Low
MET41280,SHIP41280,29092.44,4,High
MET41281,SHIP41281,50329.57,7,Low
MET41282,SHIP41282,28125.97,21,Low
MET41283,SHIP41283,23639.88,25,Medium
MET41284,SHIP41284,14155.21,14,Low
MET41285,SHIP41285,261847.28,10,High
MET41286,SHIP41286,17800.85,12,High
MET41287,SHIP41287,26157.37,14,High
MET41288,SHIP41288,16316.88,5,Medium
MET41289,SHIP41289,225010.49,0,High
MET41290,SHIP41290,8500.67,13,High
MET41291,SHIP41291,306064.06,16,Medium
MET41292,SHIP41292,62868.69,14,Low
MET41293,SHIP41293,20697.95,11,Low
MET41294,SHIP41294,13723.59,13,Medium
MET41295,SHIP41295,11174.34,1,High
MET41296,SHIP41296,23348.92,14,Low
MET41297,SHIP41297,24058.12,11,Medium
MET41298,SHIP41298,256578.15,12,High
MET41299,SHIP41299,15973.43,14,Medium
MET41300,SHIP41300,24509.79,9,High
MET41301,SHIP41301,23548.61,27,Low
MET41302,SHIP41302,31390.8,13,Low
MET41303,SHIP41303,9195.2,3,Medium
MET41304,SHIP41304,12846.89,32,Medium
MET41305,SHIP41305,19642.83,20,Medium
MET41306,SHIP41306,7505.6,11,Medium
MET41307,SHIP41307,33175.71,18,Medium
MET41308,SHIP41308,11291.94,15,High
MET41309,SHIP41309,220731.44,11,Low
MET41310,SHIP41310,229961.85,21,High
MET41311,SHIP41311,7519.69,9,High
MET41312,SHIP41312,35539.11,40,Low
MET41313,SHIP41313,20280.54,40,Low
MET41314,SHIP41314,23054.79,3,High
MET41315,SHIP41315,299659.77,15,Medium
MET41316,SHIP41316,126618.75,10,Medium
MET41317,SHIP41317,7641.18,27,High
MET41318,SHIP41318,17942.14,54,High
MET41319,SHIP41319,10878.29,13,Low
MET41320,SHIP41320,27134.03,5,Medium
MET41321,SHIP41321,67421.87,12,Medium
MET41322,SHIP41322,10502.48,12,Medium
MET41323,SHIP41323,16485.37,6,High
MET41324,SHIP41324,6213.64,38,Low
MET41325,SHIP41325,8651.09,25,Medium
MET41326,SHIP41326,25196.45,3,Low
MET41327,SHIP41327,26985.35,7,High
MET41328,SHIP41328,13615.74,21,Low
MET41329,SHIP41329,24828.21,5,Medium
MET41330,SHIP41330,22464.95,17,Medium
MET41331,SHIP41331,6524.98,13,High
MET41332,SHIP41332,5733.45,24,Medium
MET41333,SHIP41333,26729.8,36,High
MET41334,SHIP41334,41833.18,31,Medium
MET41335,SHIP41335,16611.57,12,High
MET41336,SHIP41336,18156.78,3,Medium
MET41337,SHIP41337,10914.48,26,Medium
MET41338,SHIP41338,18389.13,9,Low
MET41339,SHIP41339,19558.4,10,High
MET41340,SHIP41340,27451.4,3,Medium
MET41341,SHIP41341,208291.04,15,Medium
MET41342,SHIP41342,15912.17,32,High
MET41343,SHIP41343,10716.15,16,Low
MET41344,SHIP41344,15370.46,40,Medium
MET41345,SHIP41345,106214.74,6,High
MET41346,SHIP41346,84569.4,1,Medium
MET41347,SHIP41347,25620.05,6,High
MET41348,SHIP41348,14952.33,35,Medium
MET41349,SHIP41349,26369.66,16,Medium
MET41350,SHIP41350,4349.3,6,High
MET41351,SHIP41351,24594.11,3,High
MET41352,SHIP41352,326796.32,1,High
MET41353,SHIP41353,7008.58,22,High
MET41354,SHIP41354,13502.64,22,Medium
MET41355,SHIP41355,25656.56,2,Low
MET41356,SHIP41356,19189.86,17,Low
MET41357,SHIP41357,14022.09,17,Medium
MET41358,SHIP41358,29089.79,0,Low
MET41359,SHIP41359,16117.49,15,Low
MET41360,SHIP41360,7898.38,1,Low
MET41361,SHIP41361,32545.83,4,Low
MET41362,SHIP41362,9716.25,12,Medium
MET41363,SHIP41363,31425.11,4,High
MET41364,SHIP41364,30986.65,30,Medium
MET41365,SHIP41365,16848.79,10,Low
MET41366,SHIP41366,2962.41,13,High
MET41367,SHIP41367,57286.77,21,Low
MET41368,SHIP41368,6215.88,18,Low
MET41369,SHIP41369,94533.56,15,Medium
MET41370,SHIP41370,11360.67,4,High
MET41371,SHIP41371,59465.89,15,Medium
MET41372,SHIP41372,89795.8,30,High
MET41373,SHIP41373,25772.29,19,Medium
MET41374,SHIP41374,50479.26,28,Low
MET41375,SHIP41375,190596.24,7,High
MET41376,SHIP41376,156661.39,24,Medium
MET41377,SHIP41377,17453.39,1,High
MET41378,SHIP41378,4212.32,6,Medium
MET41379,SHIP41379,46819.54,31,High
MET41380,SHIP41380,9333.92,13,Low
MET41381,SHIP41381,25141.07,35,High
MET41382,SHIP41382,52017.49,44,Low
MET41383,SHIP41383,28640.24,20,High
MET41384,SHIP41384,21368.0,0,Low
MET41385,SHIP41385,25759.64,2,Medium
MET41386,SHIP41386,28050.84,19,High
MET41387,SHIP41387,27783.45,19,High
MET41388,SHIP41388,38086.86,39,Medium
MET41389,SHIP41389,266945.19,15,Medium
MET41390,SHIP41390,18343.35,11,Low
MET41391,SHIP41391,18036.8,17,Low
MET41392,SHIP41392,9478.81,16,High
MET41393,SHIP41393,55860.71,17,High
MET41394,SHIP41394,17841.26,18,Low
MET41395,SHIP41395,25102.13,23,Low
MET41396,SHIP41396,87058.14,0,Medium
MET41397,SHIP41397,7089.01,15,Low
MET41398,SHIP41398,36915.58,12,Medium
MET41399,SHIP41399,13591.27,16,Low
MET41400,SHIP41400,26869.79,15,High
MET41401,SHIP41401,30902.64,17,Low
MET41402,SHIP41402,7417.88,15,Medium
MET41403,SHIP41403,9614.44,0,Low
MET41404,SHIP41404,23704.93,2,High
MET41405,SHIP41405,22272.46,48,Low
MET41406,SHIP41406,14240.85,0,Low
MET41407,SHIP41407,20435.78,2,Medium
MET41408,SHIP41408,15358.76,25,High
MET41409,SHIP41409,13113.16,5,Medium
MET41410,SHIP41410,48977.95,27,High
MET41411,SHIP41411,35315.44,1,Low
MET41412,SHIP41412,4755.27,0,Medium
MET41413,SHIP41413,48041.75,53,Low
MET41414,SHIP41414,3953.37,0,Low
MET41415,SHIP41415,16433.58,35,Medium
MET41416,SHIP41416,12751.67,20,Low
MET41417,SHIP41417,29909.94,6,Medium
MET41418,SHIP41418,9082.61,22,Low
MET41419,SHIP41419,16579.15,10,Low
MET41420,SHIP41420,34996.27,30,Medium
MET41421,SHIP41421,299622.94,24,High
MET41422,SHIP41422,17818.66,14,Low
MET41423,SHIP41423,26737.47,1,Low
MET41424,SHIP41424,15785.05,14,High
MET41425,SHIP41425,27419.72,16,Low
MET41426,SHIP41426,80814.85,20,Medium
MET41427,SHIP41427,53356.14,35,Medium
MET41428,SHIP41428,28184.51,28,Medium
MET41429,SHIP41429,8059.26,9,Low
MET41430,SHIP41430,7221.81,8,Low
MET41431,SHIP41431,14648.36,5,Medium
MET41432,SHIP41432,3305.53,17,Low
MET41433,SHIP41433,32092.4,14,Medium
MET41434,SHIP41434,186301.99,26,High
MET41435,SHIP41435,22103.13,0,High
MET41436,SHIP41436,56513.74,29,High
MET41437,SHIP41437,30925.25,26,Medium
MET41438,SHIP41438,205578.33,2,Low
MET41439,SHIP41439,117361.51,11,Medium
MET41440,SHIP41440,270859.09,12,High
MET41441,SHIP41441,261194.18,1,Low
MET41442,SHIP41442,25426.41,3,Low
MET41443,SHIP41443,22986.75,9,High
MET41444,SHIP41444,18044.2,5,Low
MET41445,SHIP41445,55699.77,38,High
MET41446,SHIP41446,4217.53,18,Low
MET41447,SHIP41447,48960.93,29,Low
MET41448,SHIP41448,13977.46,2,Low
MET41449,SHIP41449,219402.45,12,High
MET41450,SHIP41450,24890.78,15,High
MET41451,SHIP41451,17968.07,13,High
MET41452,SHIP41452,18377.41,8,High
MET41453,SHIP41453,39643.14,37,Low
MET41454,SHIP41454,23460.6,5,High
MET41455,SHIP41455,193003.05,8,Medium
MET41456,SHIP41456,27311.16,12,Low
MET41457,SHIP41457,120310.82,14,Low
MET41458,SHIP41458,15275.5,18,Medium
MET41459,SHIP41459,4045.7,15,High
MET41460,SHIP41460,12535.8,6,High
MET41461,SHIP41461,12388.89,14,Low
MET41462,SHIP41462,26972.62,16,Low
MET41463,SHIP41463,6972.0,1,Medium
MET41464,SHIP41464,15414.71,11,High
MET41465,SHIP41465,23335.12,6,Medium
MET41466,SHIP41466,189849.75,6,Low
MET41467,SHIP41467,27653.73,8,Low
MET41468,SHIP41468,203743.04,5,Medium
MET41469,SHIP41469,30467.83,14,High
MET41470,SHIP41470,83722.83,29,High
MET41471,SHIP41471,11945.04,12,High
MET41472,SHIP41472,31782.08,4,Medium
MET41473,SHIP41473,23879.85,4,Medium
MET41474,SHIP41474,23385.38,4,Low
MET41475,SHIP41475,12475.75,15,Low
MET41476,SHIP41476,145329.39,25,High
MET41477,SHIP41477,45089.82,12,High
MET41478,SHIP41478,12206.07,6,Medium
MET41479,SHIP41479,259257.73,25,Low
MET41480,SHIP41480,50586.38,44,High
MET41481,SHIP41481,11149.27,13,Low
MET41482,SHIP41482,47363.19,3,Low
MET41483,SHIP41483,22217.02,6,Medium
MET41484,SHIP41484,4217.25,16,Medium
MET41485,SHIP41485,27660.93,5,Low
MET41486,SHIP41486,30811.13,16,Medium
MET41487,SHIP41487,58872.87,29,Low
MET41488,SHIP41488,27578.76,0,High
MET41489,SHIP41489,26820.16,0,High
MET41490,SHIP41490,6213.76,15,High
MET41491,SHIP41491,18912.6,11,High
MET41492,SHIP41492,95398.55,0,Low
MET41493,SHIP41493,21517.27,14,High
MET41494,SHIP41494,15092.62,17,Low
MET41495,SHIP41495,31396.19,16,Medium
MET41496,SHIP41496,54194.7,28,Low
MET41497,SHIP41497,21677.37,12,Medium
MET41498,SHIP41498,41782.43,31,Medium
MET41499,SHIP41499,22489.97,30,Medium
MET41500,SHIP41500,7125.43,3,Low
MET41501,SHIP41501,14449.97,19,Medium
MET41502,SHIP41502,8077.14,14,Low
MET41503,SHIP41503,43381.02,36,High
MET41504,SHIP41504,174148.83,7,Medium
MET41505,SHIP41505,122223.51,14,High
MET41506,SHIP41506,29175.94,15,Low
MET41507,SHIP41507,65967.29,11,High
MET41508,SHIP41508,31851.2,29,Low
MET41509,SHIP41509,21642.54,15,Low
MET41510,SHIP41510,55899.91,8,Low
MET41511,SHIP41511,27478.46,3,High
MET41512,SHIP41512,52888.2,6,Low
MET41513,SHIP41513,178641.58,5,Low
MET41514,SHIP41514,16341.23,25,High
MET41515,SHIP41515,67676.48,17,High
MET41516,SHIP41516,47896.45,30,Medium
MET41517,SHIP41517,23625.12,25,Medium
MET41518,SHIP41518,46004.61,8,Low
MET41519,SHIP41519,13326.87,14,Medium
MET41520,SHIP41520,19022.63,25,Medium
MET41521,SHIP41521,42485.18,8,Medium
MET41522,SHIP41522,42475.33,27,Low
MET41523,SHIP41523,10280.86,13,High
MET41524,SHIP41524,19487.47,8,Medium
MET41525,SHIP41525,21313.83,9,High
MET41526,SHIP41526,18260.4,55,Medium
MET41527,SHIP41527,18345.83,19,High
MET41528,SHIP41528,22349.65,8,Medium
MET41529,SHIP41529,2969.09,26,Low
MET41530,SHIP41530,9471.65,12,Medium
MET41531,SHIP41531,13795.49,6,Low
MET41532,SHIP41532,16530.15,19,High
MET41533,SHIP41533,59797.28,2,High
MET41534,SHIP41534,22111.33,24,Low
MET41535,SHIP41535,7384.19,7,Low
MET41536,SHIP41536,15614.52,5,High
MET41537,SHIP41537,15105.51,22,Medium
MET41538,SHIP41538,76078.26,12,Low
MET41539,SHIP41539,27328.11,26,High
MET41540,SHIP41540,17390.85,3,Medium
MET41541,SHIP41541,62311.77,31,High
MET41542,SHIP41542,27114.87,22,High
MET41543,SHIP41543,15949.87,23,High
MET41544,SHIP41544,21902.21,19,Medium
MET41545,SHIP41545,30215.45,5,High
MET41546,SHIP41546,24184.19,17,Medium
MET41547,SHIP41547,15465.68,10,Low
MET41548,SHIP41548,22516.03,16,High
MET41549,SHIP41549,28703.9,36,High
MET41550,SHIP41550,133695.14,7,Medium
MET41551,SHIP41551,36099.4,0,Low
MET41552,SHIP41552,28265.03,16,Low
MET41553,SHIP41553,20925.28,26,Medium
MET41554,SHIP41554,15540.06,13,Medium
MET41555,SHIP41555,34297.07,5,Medium
MET41556,SHIP41556,16853.0,14,High
MET41557,SHIP41557,60596.04,7,High
MET41558,SHIP41558,14114.62,6,High
MET41559,SHIP41559,17969.14,39,Medium
MET41560,SHIP41560,7114.35,23,High
MET41561,SHIP41561,13432.59,19,Low
MET41562,SHIP41562,10130.0,7,Low
MET41563,SHIP41563,3586.42,6,Low
MET41564,SHIP41564,5503.31,4,High
MET41565,SHIP41565,4809.01,25,High
MET41566,SHIP41566,42058.91,10,High
MET41567,SHIP41567,10715.72,24,Low
MET41568,SHIP41568,21751.9,14,High
MET41569,SHIP41569,6762.02,3,Medium
MET41570,SHIP41570,30689.51,6,Medium
MET41571,SHIP41571,21413.11,8,Medium
MET41572,SHIP41572,27869.56,13,Medium
MET41573,SHIP41573,21019.11,24,Medium
MET41574,SHIP41574,34241.99,7,High
MET41575,SHIP41575,7363.6,14,Medium
MET41576,SHIP41576,37422.87,8,High
MET41577,SHIP41577,15966.46,6,Low
MET41578,SHIP41578,125918.81,15,Low
MET41579,SHIP41579,21510.85,5,Medium
MET41580,SHIP41580,26721.93,15,High
MET41581,SHIP41581,21272.3,18,Medium
MET41582,SHIP41582,58804.46,31,High
MET41583,SHIP41583,47942.65,25,High
MET41584,SHIP41584,29301.36,3,Low
MET41585,SHIP41585,75780.37,12,Medium
MET41586,SHIP41586,17751.01,3,Medium
MET41587,SHIP41587,23697.29,9,High
MET41588,SHIP41588,10473.67,13,Low
MET41589,SHIP41589,17743.23,3,Medium
MET41590,SHIP41590,15230.53,15,Medium
MET41591,SHIP41591,8380.87,6,Low
MET41592,SHIP41592,11666.2,1,Medium
MET41593,SHIP41593,27615.01,23,High
MET41594,SHIP41594,309238.37,13,Low
MET41595,SHIP41595,12224.12,16,Low
MET41596,SHIP41596,30445.04,8,Low
MET41597,SHIP41597,161963.73,2,Low
MET41598,SHIP41598,18656.97,5,Medium
MET41599,SHIP41599,18396.92,4,High
MET41600,SHIP41600,29303.4,3,Low
MET41601,SHIP41601,22987.55,4,High
MET41602,SHIP41602,27601.6,20,Medium
MET41603,SHIP41603,17626.07,4,Low
MET41604,SHIP41604,83643.25,9,High
MET41605,SHIP41605,9705.06,14,Low
MET41606,SHIP41606,27371.21,16,Low
MET41607,SHIP41607,44439.26,18,High
MET41608,SHIP41608,10473.24,3,Medium
MET41609,SHIP41609,56783.89,24,Medium
MET41610,SHIP41610,11955.24,3,High
MET41611,SHIP41611,18187.32,14,Low
MET41612,SHIP41612,18147.36,12,High
MET41613,SHIP41613,11698.65,7,Medium
MET41614,SHIP41614,23676.24,13,Low
MET41615,SHIP41615,21629.91,15,High
MET41616,SHIP41616,143379.19,14,High
MET41617,SHIP41617,25843.96,16,Medium
MET41618,SHIP41618,16901.37,15,High
MET41619,SHIP41619,22405.04,5,Low
MET41620,SHIP41620,18849.5,11,High
MET41621,SHIP41621,4276.67,26,Low
MET41622,SHIP41622,16002.09,6,High
MET41623,SHIP41623,14841.01,28,Medium
MET41624,SHIP41624,328181.35,0,Medium
MET41625,SHIP41625,36369.58,44,Medium
MET41626,SHIP41626,60444.43,23,Medium
MET41627,SHIP41627,14086.31,16,Low
MET41628,SHIP41628,35904.79,17,Medium
MET41629,SHIP41629,9724.09,16,Low
MET41630,SHIP41630,2977.44,36,Medium
MET41631,SHIP41631,15760.4,2,Medium
MET41632,SHIP41632,24168.5,11,High
MET41633,SHIP41633,13833.92,9,Low
MET41634,SHIP41634,35406.61,12,Medium
MET41635,SHIP41635,10766.64,5,Medium
MET41636,SHIP41636,127433.61,30,High
MET41637,SHIP41637,7522.4,8,Low
MET41638,SHIP41638,9389.09,37,Medium
MET41639,SHIP41639,17358.13,4,High
MET41640,SHIP41640,16002.92,28,Low
MET41641,SHIP41641,8551.72,23,Low
MET41642,SHIP41642,60616.42,43,Low
MET41643,SHIP41643,13567.21,2,Low
MET41644,SHIP41644,22306.63,13,Medium
MET41645,SHIP41645,8380.09,6,Medium
MET41646,SHIP41646,61886.45,42,High
MET41647,SHIP41647,40617.15,26,Low
MET41648,SHIP41648,28501.71,34,Medium
MET41649,SHIP41649,29164.11,7,Medium
MET41650,SHIP41650,60931.44,13,Medium
MET41651,SHIP41651,8728.54,6,High
MET41652,SHIP41652,13473.08,11,Medium
MET41653,SHIP41653,295562.43,12,Low
MET41654,SHIP41654,16527.31,24,Low
MET41655,SHIP41655,51460.47,24,Low
MET41656,SHIP41656,6435.13,24,Medium
MET41657,SHIP41657,268868.08,2,High
MET41658,SHIP41658,325183.37,2,Low
MET41659,SHIP41659,334068.34,6,Medium
MET41660,SHIP41660,308040.31,15,High
MET41661,SHIP41661,23976.8,6,Low
MET41662,SHIP41662,24702.44,15,Medium
MET41663,SHIP41663,253709.77,1,High
MET41664,SHIP41664,6371.7,11,Low
MET41665,SHIP41665,10724.57,14,High
MET41666,SHIP41666,27737.7,8,Medium
MET41667,SHIP41667,12362.07,47,High
MET41668,SHIP41668,17936.22,32,Medium
MET41669,SHIP41669,31486.98,27,Low
MET41670,SHIP41670,7121.61,0,Low
MET41671,SHIP41671,23591.57,18,High
MET41672,SHIP41672,81566.09,6,High
MET41673,SHIP41673,161365.96,1,Medium
MET41674,SHIP41674,26779.04,15,High
MET41675,SHIP41675,12058.31,11,High
MET41676,SHIP41676,102508.69,13,Low
MET41677,SHIP41677,25730.64,0,Low
MET41678,SHIP41678,208007.84,29,Medium
MET41679,SHIP41679,6588.23,35,High
MET41680,SHIP41680,21235.53,10,Low
MET41681,SHIP41681,15367.68,18,Medium
MET41682,SHIP41682,18933.22,1,High
MET41683,SHIP41683,19795.1,9,Medium
MET41684,SHIP41684,187832.89,1,High
MET41685,SHIP41685,63401.03,34,Medium
MET41686,SHIP41686,18468.76,2,Low
MET41687,SHIP41687,14762.84,29,High
MET41688,SHIP41688,30426.31,6,Medium
MET41689,SHIP41689,11024.57,27,Low
MET41690,SHIP41690,23875.24,33,Low
MET41691,SHIP41691,23472.7,28,High
MET41692,SHIP41692,59380.21,21,High
MET41693,SHIP41693,11942.73,12,Low
MET41694,SHIP41694,27797.3,19,Medium
MET41695,SHIP41695,29911.39,20,Low
MET41696,SHIP41696,23882.14,13,High
MET41697,SHIP41697,7535.21,17,Low
MET41698,SHIP41698,27930.64,14,High
MET41699,SHIP41699,35145.92,13,Medium
MET41700,SHIP41700,6429.06,15,Low
MET41701,SHIP41701,15458.46,6,Low
MET41702,SHIP41702,23101.31,9,Low
MET41703,SHIP41703,4797.11,31,High
MET41704,SHIP41704,16913.74,7,High
MET41705,SHIP41705,8791.12,28,Medium
MET41706,SHIP41706,42262.55,15,Low
MET41707,SHIP41707,65383.07,22,Low
MET41708,SHIP41708,31124.29,7,Low
MET41709,SHIP41709,66370.98,24,Medium
MET41710,SHIP41710,110091.31,10,Low
MET41711,SHIP41711,6246.53,20,Medium
MET41712,SHIP41712,15567.19,3,Low
MET41713,SHIP41713,21235.71,12,High
MET41714,SHIP41714,2681.18,12,High
MET41715,SHIP41715,288740.17,16,High
MET41716,SHIP41716,34755.97,10,Low
MET41717,SHIP41717,15012.72,28,Medium
MET41718,SHIP41718,34114.01,11,Medium
MET41719,SHIP41719,5111.39,25,Medium
MET41720,SHIP41720,16591.8,30,High
MET41721,SHIP41721,25346.35,20,Medium
MET41722,SHIP41722,25847.29,3,Low
MET41723,SHIP41723,282928.33,7,Medium
MET41724,SHIP41724,16862.52,24,Low
MET41725,SHIP41725,21760.13,19,High
MET41726,SHIP41726,4998.14,14,Medium
MET41727,SHIP41727,20297.41,16,Low
MET41728,SHIP41728,178900.99,39,Medium
MET41729,SHIP41729,26135.39,5,Medium
MET41730,SHIP41730,8366.02,15,Low
MET41731,SHIP41731,17237.19,14,Low
MET41732,SHIP41732,17360.74,9,Low
MET41733,SHIP41733,54180.97,35,Low
MET41734,SHIP41734,4822.39,32,Low
MET41735,SHIP41735,10943.41,9,Low
MET41736,SHIP41736,15360.86,20,Low
MET41737,SHIP41737,26038.28,16,Low
MET41738,SHIP41738,77719.28,9,High
MET41739,SHIP41739,17855.33,8,High
MET41740,SHIP41740,4806.52,12,High
MET41741,SHIP41741,25199.89,11,Low
MET41742,SHIP41742,9635.07,9,Medium
MET41743,SHIP41743,69101.78,17,Medium
MET41744,SHIP41744,4249.32,22,Low
MET41745,SHIP41745,22487.42,23,High
MET41746,SHIP41746,31574.01,11,Low
MET41747,SHIP41747,36774.66,32,Medium
MET41748,SHIP41748,268009.21,13,Low
MET41749,SHIP41749,47776.52,19,Low
MET41750,SHIP41750,75278.2,29,Low
MET41751,SHIP41751,120672.63,0,Medium
MET41752,SHIP41752,33986.76,11,Low
MET41753,SHIP41753,22385.88,14,Medium
MET41754,SHIP41754,9998.28,6,Medium
