External_ID,Shipment_ID,Weather_Condition,Traffic_Level,Port_Congestion,Holiday_Flag
EXT43727,SHIP43727,Sunny,Low,No,No
EXT43728,SHIP43728,Rainy,Low,No,No
EXT43729,SHIP43729,Sunny,High,No,No
EXT43730,SHIP43730,Cloudy,Low,Yes,No
EXT43731,SHIP43731,Fog,Medium,No,No
EXT43732,SHIP43732,Sunny,High,No,No
EXT43733,SHIP43733,Cloudy,Medium,No,No
EXT43734,SHIP43734,Rainy,Low,No,No
EXT43735,SHIP43735,Cloudy,Medium,No,Yes
EXT43736,SHIP43736,Sunny,Low,No,No
EXT43737,SHIP43737,Rainy,Medium,No,No
EXT43738,SHIP43738,Cloudy,Low,No,No
EXT43739,SHIP43739,Sunny,Low,No,No
EXT43740,SHIP43740,Sunny,Medium,No,No
EXT43741,SHIP43741,Cloudy,Medium,No,No
EXT43742,SHIP43742,Rainy,High,Yes,No
EXT43743,SHIP43743,Cloudy,Low,No,No
EXT43744,SHIP43744,Storm,Medium,No,Yes
EXT43745,SHIP43745,Sunny,High,No,No
EXT43746,SHIP43746,Cloudy,Medium,No,No
EXT43747,SHIP43747,Sunny,Low,No,Yes
EXT43748,SHIP43748,Rainy,Medium,No,No
EXT43749,SHIP43749,Rainy,Medium,No,No
EXT43750,SHIP43750,Rainy,Medium,No,No
EXT43751,SHIP43751,Sunny,High,No,No
EXT43752,SHIP43752,Cloudy,Medium,No,No
EXT43753,SHIP43753,Rainy,High,No,No
EXT43754,SHIP43754,Rainy,High,No,No
EXT43755,SHIP43755,Rainy,Medium,No,No
EXT43756,SHIP43756,Fog,Medium,No,Yes
EXT43757,SHIP43757,Cloudy,Low,No,No
EXT43758,SHIP43758,Storm,Medium,Yes,No
EXT43759,SHIP43759,Rainy,Medium,No,No
EXT43760,SHIP43760,Sunny,Medium,No,No
EXT43761,SHIP43761,Storm,Medium,No,No
EXT43762,SHIP43762,Cloudy,Medium,No,No
EXT43763,SHIP43763,Cloudy,Medium,No,Yes
EXT43764,SHIP43764,Cloudy,Low,No,Yes
EXT43765,SHIP43765,Cloudy,Low,No,No
EXT43766,SHIP43766,Cloudy,Medium,No,No
EXT43767,SHIP43767,Fog,Low,No,No
EXT43768,SHIP43768,Rainy,Low,No,No
EXT43769,SHIP43769,Sunny,Medium,No,No
EXT43770,SHIP43770,Sunny,Medium,No,No
EXT43771,SHIP43771,Cloudy,High,Yes,No
EXT43772,SHIP43772,Storm,Medium,No,No
EXT43773,SHIP43773,Sunny,High,No,Yes
EXT43774,SHIP43774,Storm,Medium,No,No
EXT43775,SHIP43775,Cloudy,Medium,No,No
EXT43776,SHIP43776,Sunny,High,No,No
EXT43777,SHIP43777,Rainy,High,No,No
EXT43778,SHIP43778,Sunny,Medium,No,No
EXT43779,SHIP43779,Rainy,Medium,No,No
EXT43780,SHIP43780,Sunny,Low,No,No
EXT43781,SHIP43781,Cloudy,Medium,No,No
EXT43782,SHIP43782,Sunny,High,No,No
EXT43783,SHIP43783,Fog,Medium,Yes,No
EXT43784,SHIP43784,Sunny,Medium,No,No
EXT43785,SHIP43785,Sunny,High,Yes,No
EXT43786,SHIP43786,Cloudy,High,No,No
EXT43787,SHIP43787,Storm,Medium,No,No
EXT43788,SHIP43788,Sunny,Low,No,No
EXT43789,SHIP43789,Storm,Low,No,Yes
EXT43790,SHIP43790,Cloudy,High,No,No
EXT43791,SHIP43791,Cloudy,Medium,No,No
EXT43792,SHIP43792,Rainy,Low,No,No
EXT43793,SHIP43793,Fog,High,No,No
EXT43794,SHIP43794,Storm,Low,No,No
EXT43795,SHIP43795,Rainy,Medium,No,No
EXT43796,SHIP43796,Sunny,Medium,No,No
EXT43797,SHIP43797,Cloudy,Medium,No,No
EXT43798,SHIP43798,Sunny,High,No,No
EXT43799,SHIP43799,Storm,Medium,No,Yes
EXT43800,SHIP43800,Sunny,Medium,No,No
EXT43801,SHIP43801,Sunny,High,No,No
EXT43802,SHIP43802,Cloudy,Medium,No,No
EXT43803,SHIP43803,Cloudy,Medium,No,No
EXT43804,SHIP43804,Sunny,High,No,No
EXT43805,SHIP43805,Sunny,High,No,No
EXT43806,SHIP43806,Sunny,Low,No,Yes
EXT43807,SHIP43807,Fog,Low,Yes,No
EXT43808,SHIP43808,Sunny,Medium,No,No
EXT43809,SHIP43809,Storm,Medium,No,No
EXT43810,SHIP43810,Fog,High,No,No
EXT43811,SHIP43811,Rainy,High,No,Yes
EXT43812,SHIP43812,Cloudy,Medium,No,No
EXT43813,SHIP43813,Cloudy,High,No,No
EXT43814,SHIP43814,Sunny,High,No,No
EXT43815,SHIP43815,Sunny,Medium,Yes,No
EXT43816,SHIP43816,Sunny,Medium,No,No
EXT43817,SHIP43817,Sunny,Low,No,No
EXT43818,SHIP43818,Storm,Medium,No,No
EXT43819,SHIP43819,Rainy,Low,No,No
EXT43820,SHIP43820,Sunny,Medium,No,No
EXT43821,SHIP43821,Sunny,Low,No,No
EXT43822,SHIP43822,Cloudy,Medium,No,No
EXT43823,SHIP43823,Sunny,High,No,No
EXT43824,SHIP43824,Sunny,High,Yes,No
EXT43825,SHIP43825,Fog,Medium,No,No
EXT43826,SHIP43826,Sunny,Medium,No,No
EXT43827,SHIP43827,Rainy,Medium,No,No
EXT43828,SHIP43828,Rainy,Low,No,No
EXT43829,SHIP43829,Rainy,Medium,No,No
EXT43830,SHIP43830,Fog,Low,No,No
EXT43831,SHIP43831,Sunny,Low,No,No
EXT43832,SHIP43832,Rainy,Medium,No,No
EXT43833,SHIP43833,Sunny,Low,No,No
EXT43834,SHIP43834,Cloudy,Medium,No,No
EXT43835,SHIP43835,Sunny,High,No,No
EXT43836,SHIP43836,Storm,Medium,No,No
EXT43837,SHIP43837,Storm,Low,No,No
EXT43838,SHIP43838,Cloudy,Medium,No,No
EXT43839,SHIP43839,Sunny,Low,No,No
EXT43840,SHIP43840,Cloudy,Low,No,No
EXT43841,SHIP43841,Storm,Medium,No,No
EXT43842,SHIP43842,Sunny,Low,No,No
EXT43843,SHIP43843,Storm,Medium,No,No
EXT43844,SHIP43844,Cloudy,Medium,No,No
EXT43845,SHIP43845,Sunny,High,No,No
EXT43846,SHIP43846,Cloudy,Medium,No,No
EXT43847,SHIP43847,Rainy,Low,No,No
EXT43848,SHIP43848,Storm,High,No,No
EXT43849,SHIP43849,Rainy,Low,No,No
EXT43850,SHIP43850,Sunny,Low,No,Yes
EXT43851,SHIP43851,Sunny,Medium,No,No
EXT43852,SHIP43852,Sunny,Medium,No,No
EXT43853,SHIP43853,Sunny,High,No,No
EXT43854,SHIP43854,Sunny,High,No,No
EXT43855,SHIP43855,Storm,Low,No,No
EXT43856,SHIP43856,Cloudy,Low,No,No
EXT43857,SHIP43857,Fog,Medium,No,No
EXT43858,SHIP43858,Fog,Medium,No,No
EXT43859,SHIP43859,Cloudy,Low,No,No
EXT43860,SHIP43860,Sunny,Low,No,No
EXT43861,SHIP43861,Sunny,Medium,No,No
EXT43862,SHIP43862,Sunny,Low,No,No
EXT43863,SHIP43863,Cloudy,Low,No,No
EXT43864,SHIP43864,Sunny,Medium,No,No
EXT43865,SHIP43865,Rainy,Low,No,No
EXT43866,SHIP43866,Cloudy,Low,No,No
EXT43867,SHIP43867,Rainy,Medium,No,No
EXT43868,SHIP43868,Rainy,Low,No,No
EXT43869,SHIP43869,Storm,Medium,No,No
EXT43870,SHIP43870,Sunny,Medium,No,No
EXT43871,SHIP43871,Rainy,High,No,No
EXT43872,SHIP43872,Cloudy,High,No,No
EXT43873,SHIP43873,Fog,High,No,No
EXT43874,SHIP43874,Rainy,Low,No,No
EXT43875,SHIP43875,Sunny,Medium,No,No
EXT43876,SHIP43876,Sunny,Medium,No,No
EXT43877,SHIP43877,Sunny,High,No,No
EXT43878,SHIP43878,Rainy,Low,No,No
EXT43879,SHIP43879,Cloudy,Medium,No,No
EXT43880,SHIP43880,Cloudy,Medium,No,No
EXT43881,SHIP43881,Sunny,Low,No,No
EXT43882,SHIP43882,Sunny,Medium,No,No
EXT43883,SHIP43883,Sunny,Medium,No,No
EXT43884,SHIP43884,Sunny,Low,No,No
EXT43885,SHIP43885,Rainy,Low,No,No
EXT43886,SHIP43886,Storm,Medium,No,No
EXT43887,SHIP43887,Rainy,Medium,No,No
EXT43888,SHIP43888,Sunny,Medium,No,Yes
EXT43889,SHIP43889,Fog,Medium,No,No
EXT43890,SHIP43890,Rainy,High,No,No
EXT43891,SHIP43891,Storm,Low,No,No
EXT43892,SHIP43892,Sunny,High,No,No
EXT43893,SHIP43893,Sunny,High,No,No
EXT43894,SHIP43894,Sunny,Low,No,No
EXT43895,SHIP43895,Cloudy,Low,No,No
EXT43896,SHIP43896,Cloudy,High,Yes,No
EXT43897,SHIP43897,Rainy,High,No,Yes
EXT43898,SHIP43898,Sunny,Low,No,No
EXT43899,SHIP43899,Cloudy,Medium,No,No
EXT43900,SHIP43900,Cloudy,Medium,No,No
EXT43901,SHIP43901,Sunny,Medium,No,No
EXT43902,SHIP43902,Rainy,High,No,No
EXT43903,SHIP43903,Sunny,Medium,No,No
EXT43904,SHIP43904,Sunny,High,No,No
EXT43905,SHIP43905,Sunny,Low,No,No
EXT43906,SHIP43906,Rainy,Medium,Yes,Yes
EXT43907,SHIP43907,Sunny,Low,No,No
EXT43908,SHIP43908,Rainy,Low,No,No
EXT43909,SHIP43909,Rainy,Low,No,No
EXT43910,SHIP43910,Sunny,Medium,No,No
EXT43911,SHIP43911,Sunny,Medium,No,No
EXT43912,SHIP43912,Rainy,Medium,No,No
EXT43913,SHIP43913,Storm,Medium,No,No
EXT43914,SHIP43914,Sunny,High,No,No
EXT43915,SHIP43915,Sunny,High,No,No
EXT43916,SHIP43916,Storm,Medium,No,Yes
EXT43917,SHIP43917,Sunny,Medium,No,Yes
EXT43918,SHIP43918,Cloudy,Medium,No,No
EXT43919,SHIP43919,Sunny,Medium,No,No
EXT43920,SHIP43920,Cloudy,Low,No,No
EXT43921,SHIP43921,Sunny,Medium,No,No
EXT43922,SHIP43922,Rainy,Medium,No,No
EXT43923,SHIP43923,Sunny,High,No,No
EXT43924,SHIP43924,Sunny,Medium,No,No
EXT43925,SHIP43925,Storm,High,No,No
EXT43926,SHIP43926,Rainy,Medium,No,No
EXT43927,SHIP43927,Fog,Medium,No,No
EXT43928,SHIP43928,Sunny,High,No,Yes
EXT43929,SHIP43929,Sunny,Medium,No,No
EXT43930,SHIP43930,Storm,High,No,No
EXT43931,SHIP43931,Storm,Low,No,No
EXT43932,SHIP43932,Storm,High,No,No
EXT43933,SHIP43933,Sunny,Low,No,No
EXT43934,SHIP43934,Storm,High,No,No
EXT43935,SHIP43935,Sunny,High,No,No
EXT43936,SHIP43936,Fog,Medium,No,No
EXT43937,SHIP43937,Fog,Low,No,No
EXT43938,SHIP43938,Sunny,Medium,No,No
EXT43939,SHIP43939,Sunny,High,No,Yes
EXT43940,SHIP43940,Sunny,Low,No,No
EXT43941,SHIP43941,Rainy,High,No,No
EXT43942,SHIP43942,Sunny,Low,No,Yes
EXT43943,SHIP43943,Fog,High,No,No
EXT43944,SHIP43944,Rainy,High,No,No
EXT43945,SHIP43945,Sunny,Medium,Yes,No
EXT43946,SHIP43946,Rainy,Low,No,No
EXT43947,SHIP43947,Sunny,Medium,No,Yes
EXT43948,SHIP43948,Fog,Medium,No,No
EXT43949,SHIP43949,Rainy,Medium,No,No
EXT43950,SHIP43950,Cloudy,Medium,No,No
EXT43951,SHIP43951,Fog,Low,No,Yes
EXT43952,SHIP43952,Sunny,Medium,No,No
EXT43953,SHIP43953,Rainy,Low,No,No
EXT43954,SHIP43954,Cloudy,Medium,No,No
EXT43955,SHIP43955,Sunny,High,No,Yes
EXT43956,SHIP43956,Cloudy,High,No,No
EXT43957,SHIP43957,Rainy,Medium,No,Yes
EXT43958,SHIP43958,Sunny,Medium,No,No
EXT43959,SHIP43959,Rainy,High,No,Yes
EXT43960,SHIP43960,Fog,Low,Yes,No
EXT43961,SHIP43961,Rainy,Low,No,No
EXT43962,SHIP43962,Storm,High,No,No
EXT43963,SHIP43963,Sunny,High,No,No
EXT43964,SHIP43964,Sunny,High,Yes,No
EXT43965,SHIP43965,Cloudy,Medium,No,Yes
EXT43966,SHIP43966,Rainy,Medium,No,No
EXT43967,SHIP43967,Fog,Low,No,No
EXT43968,SHIP43968,Sunny,Medium,No,No
EXT43969,SHIP43969,Storm,High,No,No
EXT43970,SHIP43970,Cloudy,Medium,No,No
EXT43971,SHIP43971,Sunny,Medium,Yes,No
EXT43972,SHIP43972,Fog,Low,No,No
EXT43973,SHIP43973,Sunny,Medium,No,No
EXT43974,SHIP43974,Storm,High,No,Yes
EXT43975,SHIP43975,Sunny,Low,No,No
EXT43976,SHIP43976,Sunny,Medium,No,No
EXT43977,SHIP43977,Rainy,Medium,No,No
EXT43978,SHIP43978,Cloudy,Medium,No,No
EXT43979,SHIP43979,Sunny,Medium,No,No
EXT43980,SHIP43980,Rainy,Medium,Yes,No
EXT43981,SHIP43981,Rainy,Low,No,Yes
EXT43982,SHIP43982,Rainy,Medium,No,No
EXT43983,SHIP43983,Rainy,High,No,No
EXT43984,SHIP43984,Cloudy,Medium,No,No
EXT43985,SHIP43985,Sunny,High,No,No
EXT43986,SHIP43986,Rainy,Low,No,No
EXT43987,SHIP43987,Rainy,High,No,No
EXT43988,SHIP43988,Rainy,Low,No,No
EXT43989,SHIP43989,Sunny,Medium,No,No
EXT43990,SHIP43990,Cloudy,Low,No,No
EXT43991,SHIP43991,Cloudy,Medium,No,No
EXT43992,SHIP43992,Sunny,High,No,No
EXT43993,SHIP43993,Sunny,Low,No,Yes
EXT43994,SHIP43994,Sunny,High,No,No
EXT43995,SHIP43995,Sunny,Medium,No,Yes
EXT43996,SHIP43996,Rainy,Medium,No,No
EXT43997,SHIP43997,Sunny,Medium,No,No
EXT43998,SHIP43998,Sunny,High,No,No
EXT43999,SHIP43999,Sunny,High,No,No
EXT44000,SHIP44000,Rainy,Low,Yes,No
EXT44001,SHIP44001,Cloudy,Medium,No,No
EXT44002,SHIP44002,Cloudy,Medium,No,Yes
EXT44003,SHIP44003,Rainy,Low,No,No
EXT44004,SHIP44004,Fog,Low,No,No
EXT44005,SHIP44005,Rainy,Medium,No,No
EXT44006,SHIP44006,Cloudy,Medium,No,No
EXT44007,SHIP44007,Sunny,Low,No,No
EXT44008,SHIP44008,Sunny,Low,No,No
EXT44009,SHIP44009,Storm,Medium,No,No
EXT44010,SHIP44010,Storm,Medium,No,No
EXT44011,SHIP44011,Cloudy,Low,No,No
EXT44012,SHIP44012,Rainy,High,No,No
EXT44013,SHIP44013,Rainy,Low,No,No
EXT44014,SHIP44014,Sunny,Medium,No,No
EXT44015,SHIP44015,Sunny,High,No,No
EXT44016,SHIP44016,Sunny,Low,No,No
EXT44017,SHIP44017,Sunny,Low,No,No
EXT44018,SHIP44018,Cloudy,High,No,No
EXT44019,SHIP44019,Cloudy,Low,No,No
EXT44020,SHIP44020,Sunny,Medium,No,No
EXT44021,SHIP44021,Sunny,Low,No,Yes
EXT44022,SHIP44022,Cloudy,Low,No,No
EXT44023,SHIP44023,Sunny,Medium,No,No
EXT44024,SHIP44024,Rainy,High,No,No
EXT44025,SHIP44025,Storm,Medium,No,No
EXT44026,SHIP44026,Sunny,Low,No,No
EXT44027,SHIP44027,Cloudy,High,No,No
EXT44028,SHIP44028,Rainy,High,No,No
EXT44029,SHIP44029,Cloudy,Medium,No,No
EXT44030,SHIP44030,Sunny,Low,No,Yes
EXT44031,SHIP44031,Storm,Medium,No,No
EXT44032,SHIP44032,Rainy,Low,No,No
EXT44033,SHIP44033,Rainy,High,No,No
EXT44034,SHIP44034,Cloudy,Medium,No,No
EXT44035,SHIP44035,Sunny,Low,No,Yes
EXT44036,SHIP44036,Fog,Medium,No,No
EXT44037,SHIP44037,Sunny,Low,No,No
EXT44038,SHIP44038,Sunny,Medium,Yes,Yes
EXT44039,SHIP44039,Sunny,High,No,No
EXT44040,SHIP44040,Fog,Medium,No,No
EXT44041,SHIP44041,Fog,Medium,No,No
EXT44042,SHIP44042,Sunny,Low,No,No
EXT44043,SHIP44043,Sunny,Medium,Yes,No
EXT44044,SHIP44044,Rainy,Medium,No,No
EXT44045,SHIP44045,Rainy,High,No,No
EXT44046,SHIP44046,Fog,Low,No,No
EXT44047,SHIP44047,Rainy,Medium,No,No
EXT44048,SHIP44048,Sunny,Low,No,No
EXT44049,SHIP44049,Rainy,Medium,No,No
EXT44050,SHIP44050,Rainy,Low,No,No
EXT44051,SHIP44051,Sunny,Medium,No,Yes
EXT44052,SHIP44052,Sunny,Medium,No,No
EXT44053,SHIP44053,Rainy,Medium,No,No
EXT44054,SHIP44054,Sunny,Medium,No,No
EXT44055,SHIP44055,Cloudy,Medium,No,No
EXT44056,SHIP44056,Cloudy,Medium,No,No
EXT44057,SHIP44057,Cloudy,Medium,No,No
EXT44058,SHIP44058,Sunny,Medium,No,No
EXT44059,SHIP44059,Storm,Medium,No,No
EXT44060,SHIP44060,Cloudy,High,No,No
EXT44061,SHIP44061,Cloudy,High,No,No
EXT44062,SHIP44062,Sunny,High,No,No
EXT44063,SHIP44063,Sunny,Low,No,No
EXT44064,SHIP44064,Fog,Medium,No,No
EXT44065,SHIP44065,Rainy,Low,No,No
EXT44066,SHIP44066,Rainy,Medium,No,No
EXT44067,SHIP44067,Sunny,High,No,No
EXT44068,SHIP44068,Cloudy,Low,No,No
EXT44069,SHIP44069,Rainy,Medium,No,No
EXT44070,SHIP44070,Storm,Low,No,No
EXT44071,SHIP44071,Sunny,Low,No,No
EXT44072,SHIP44072,Storm,Low,No,No
EXT44073,SHIP44073,Sunny,Medium,No,No
EXT44074,SHIP44074,Sunny,Medium,No,Yes
EXT44075,SHIP44075,Storm,Low,No,No
EXT44076,SHIP44076,Sunny,Low,No,No
EXT44077,SHIP44077,Fog,Low,No,No
EXT44078,SHIP44078,Rainy,High,No,No
EXT44079,SHIP44079,Sunny,High,Yes,No
EXT44080,SHIP44080,Sunny,Medium,No,No
EXT44081,SHIP44081,Rainy,Medium,No,No
EXT44082,SHIP44082,Storm,High,No,No
EXT44083,SHIP44083,Cloudy,Low,Yes,No
EXT44084,SHIP44084,Sunny,High,No,No
EXT44085,SHIP44085,Storm,High,No,No
EXT44086,SHIP44086,Sunny,High,No,No
EXT44087,SHIP44087,Storm,Medium,No,No
EXT44088,SHIP44088,Rainy,High,No,No
EXT44089,SHIP44089,Sunny,Medium,No,No
EXT44090,SHIP44090,Sunny,Low,Yes,No
EXT44091,SHIP44091,Cloudy,Medium,No,No
EXT44092,SHIP44092,Rainy,Low,No,No
EXT44093,SHIP44093,Storm,High,No,No
EXT44094,SHIP44094,Sunny,Medium,No,Yes
EXT44095,SHIP44095,Fog,Low,No,No
EXT44096,SHIP44096,Rainy,Medium,No,No
EXT44097,SHIP44097,Cloudy,Low,No,No
EXT44098,SHIP44098,Fog,Medium,No,No
EXT44099,SHIP44099,Rainy,High,No,Yes
EXT44100,SHIP44100,Rainy,Medium,No,No
EXT44101,SHIP44101,Rainy,High,No,Yes
EXT44102,SHIP44102,Rainy,Medium,No,No
EXT44103,SHIP44103,Cloudy,Medium,No,No
EXT44104,SHIP44104,Rainy,Low,No,No
EXT44105,SHIP44105,Cloudy,Medium,No,Yes
EXT44106,SHIP44106,Sunny,Low,No,No
EXT44107,SHIP44107,Rainy,Low,No,No
EXT44108,SHIP44108,Fog,Low,No,No
EXT44109,SHIP44109,Cloudy,High,No,No
EXT44110,SHIP44110,Sunny,High,No,No
EXT44111,SHIP44111,Storm,Low,No,No
EXT44112,SHIP44112,Sunny,Low,No,No
EXT44113,SHIP44113,Storm,Low,Yes,No
EXT44114,SHIP44114,Rainy,Medium,No,No
EXT44115,SHIP44115,Sunny,Low,No,Yes
EXT44116,SHIP44116,Cloudy,High,No,No
EXT44117,SHIP44117,Storm,Medium,No,No
EXT44118,SHIP44118,Cloudy,Low,No,No
EXT44119,SHIP44119,Storm,Low,No,No
EXT44120,SHIP44120,Sunny,Low,No,No
EXT44121,SHIP44121,Cloudy,Medium,No,No
EXT44122,SHIP44122,Sunny,Medium,No,No
EXT44123,SHIP44123,Sunny,Low,No,No
EXT44124,SHIP44124,Sunny,Medium,No,No
EXT44125,SHIP44125,Cloudy,High,No,Yes
EXT44126,SHIP44126,Sunny,High,No,No
EXT44127,SHIP44127,Storm,Medium,Yes,No
EXT44128,SHIP44128,Fog,High,No,No
EXT44129,SHIP44129,Sunny,Medium,No,No
EXT44130,SHIP44130,Rainy,Medium,No,No
EXT44131,SHIP44131,Sunny,High,No,Yes
EXT44132,SHIP44132,Rainy,Low,No,No
EXT44133,SHIP44133,Sunny,High,No,No
EXT44134,SHIP44134,Cloudy,Low,No,No
EXT44135,SHIP44135,Cloudy,Medium,No,No
EXT44136,SHIP44136,Cloudy,Medium,Yes,No
EXT44137,SHIP44137,Cloudy,Low,No,No
EXT44138,SHIP44138,Storm,Low,No,No
EXT44139,SHIP44139,Cloudy,Low,No,No
EXT44140,SHIP44140,Sunny,Medium,No,Yes
EXT44141,SHIP44141,Cloudy,Low,No,No
EXT44142,SHIP44142,Rainy,Medium,No,No
EXT44143,SHIP44143,Rainy,High,No,No
EXT44144,SHIP44144,Rainy,Medium,No,Yes
EXT44145,SHIP44145,Sunny,High,No,No
EXT44146,SHIP44146,Fog,Low,No,No
EXT44147,SHIP44147,Sunny,Medium,No,No
EXT44148,SHIP44148,Cloudy,Low,No,Yes
EXT44149,SHIP44149,Rainy,High,No,Yes
EXT44150,SHIP44150,Sunny,Medium,No,No
EXT44151,SHIP44151,Fog,Medium,No,No
EXT44152,SHIP44152,Cloudy,High,No,No
EXT44153,SHIP44153,Rainy,Low,No,No
EXT44154,SHIP44154,Storm,Medium,No,Yes
EXT44155,SHIP44155,Rainy,Low,No,No
EXT44156,SHIP44156,Sunny,High,No,No
EXT44157,SHIP44157,Rainy,High,No,No
EXT44158,SHIP44158,Fog,Low,Yes,No
EXT44159,SHIP44159,Rainy,Medium,No,No
EXT44160,SHIP44160,Rainy,Medium,No,No
EXT44161,SHIP44161,Rainy,High,No,Yes
EXT44162,SHIP44162,Sunny,Medium,No,No
EXT44163,SHIP44163,Rainy,Low,No,No
EXT44164,SHIP44164,Sunny,High,No,No
EXT44165,SHIP44165,Sunny,Medium,No,No
EXT44166,SHIP44166,Sunny,Medium,No,No
EXT44167,SHIP44167,Sunny,High,No,No
EXT44168,SHIP44168,Storm,Medium,No,No
EXT44169,SHIP44169,Fog,Medium,No,No
EXT44170,SHIP44170,Sunny,High,No,No
EXT44171,SHIP44171,Sunny,High,No,No
EXT44172,SHIP44172,Storm,High,No,No
EXT44173,SHIP44173,Sunny,Low,No,No
EXT44174,SHIP44174,Storm,Low,No,No
EXT44175,SHIP44175,Rainy,Low,No,No
EXT44176,SHIP44176,Cloudy,High,No,No
EXT44177,SHIP44177,Sunny,Low,No,No
EXT44178,SHIP44178,Storm,High,No,No
EXT44179,SHIP44179,Fog,Medium,No,No
EXT44180,SHIP44180,Sunny,Low,No,No
EXT44181,SHIP44181,Sunny,Medium,No,No
EXT44182,SHIP44182,Rainy,Medium,No,Yes
EXT44183,SHIP44183,Sunny,Medium,No,No
EXT44184,SHIP44184,Sunny,High,No,No
EXT44185,SHIP44185,Cloudy,Low,Yes,No
EXT44186,SHIP44186,Sunny,Low,No,No
EXT44187,SHIP44187,Sunny,Low,No,No
EXT44188,SHIP44188,Rainy,Medium,No,No
EXT44189,SHIP44189,Storm,Medium,No,No
EXT44190,SHIP44190,Cloudy,High,No,No
EXT44191,SHIP44191,Storm,High,No,No
EXT44192,SHIP44192,Fog,High,No,No
EXT44193,SHIP44193,Sunny,Low,No,No
EXT44194,SHIP44194,Fog,High,No,No
EXT44195,SHIP44195,Rainy,Low,No,No
EXT44196,SHIP44196,Sunny,Medium,No,Yes
EXT44197,SHIP44197,Sunny,High,No,No
EXT44198,SHIP44198,Rainy,High,Yes,No
EXT44199,SHIP44199,Cloudy,Low,No,No
EXT44200,SHIP44200,Storm,Low,No,No
EXT44201,SHIP44201,Sunny,Medium,No,No
EXT44202,SHIP44202,Sunny,Medium,No,No
EXT44203,SHIP44203,Rainy,High,No,No
EXT44204,SHIP44204,Rainy,High,No,No
EXT44205,SHIP44205,Fog,Medium,No,No
EXT44206,SHIP44206,Sunny,Low,No,No
EXT44207,SHIP44207,Rainy,High,No,No
EXT44208,SHIP44208,Sunny,Low,No,No
EXT44209,SHIP44209,Fog,High,No,Yes
EXT44210,SHIP44210,Storm,Low,No,No
EXT44211,SHIP44211,Rainy,Medium,No,No
EXT44212,SHIP44212,Rainy,Low,No,No
EXT44213,SHIP44213,Sunny,Medium,No,No
EXT44214,SHIP44214,Sunny,Medium,No,No
EXT44215,SHIP44215,Rainy,Medium,No,No
EXT44216,SHIP44216,Rainy,High,No,No
EXT44217,SHIP44217,Cloudy,High,Yes,No
EXT44218,SHIP44218,Sunny,Medium,No,No
EXT44219,SHIP44219,Sunny,Medium,No,No
EXT44220,SHIP44220,Rainy,Low,No,No
EXT44221,SHIP44221,Rainy,Low,No,No
EXT44222,SHIP44222,Rainy,Medium,Yes,No
EXT44223,SHIP44223,Rainy,Low,No,No
EXT44224,SHIP44224,Rainy,High,No,No
EXT44225,SHIP44225,Sunny,Medium,No,No
EXT44226,SHIP44226,Fog,Medium,No,No
EXT44227,SHIP44227,Sunny,Low,Yes,No
EXT44228,SHIP44228,Storm,High,No,No
EXT44229,SHIP44229,Sunny,High,No,No
EXT44230,SHIP44230,Sunny,Medium,No,No
EXT44231,SHIP44231,Storm,Low,No,No
EXT44232,SHIP44232,Rainy,Low,Yes,No
EXT44233,SHIP44233,Rainy,High,No,Yes
EXT44234,SHIP44234,Storm,Low,No,No
EXT44235,SHIP44235,Sunny,High,No,No
EXT44236,SHIP44236,Storm,Low,No,No
EXT44237,SHIP44237,Rainy,High,No,No
EXT44238,SHIP44238,Sunny,High,No,No
EXT44239,SHIP44239,Sunny,Medium,No,No
EXT44240,SHIP44240,Sunny,Medium,Yes,No
EXT44241,SHIP44241,Rainy,High,No,No
EXT44242,SHIP44242,Storm,Low,No,No
EXT44243,SHIP44243,Fog,High,Yes,No
EXT44244,SHIP44244,Cloudy,Low,No,No
EXT44245,SHIP44245,Storm,Low,No,No
EXT44246,SHIP44246,Sunny,Medium,No,No
EXT44247,SHIP44247,Sunny,High,No,Yes
EXT44248,SHIP44248,Sunny,High,No,No
EXT44249,SHIP44249,Sunny,High,No,Yes
EXT44250,SHIP44250,Fog,Low,No,No
EXT44251,SHIP44251,Sunny,Medium,No,No
EXT44252,SHIP44252,Rainy,Medium,No,No
EXT44253,SHIP44253,Sunny,Medium,No,No
EXT44254,SHIP44254,Sunny,Low,No,No
EXT44255,SHIP44255,Cloudy,High,Yes,No
EXT44256,SHIP44256,Cloudy,Medium,Yes,Yes
EXT44257,SHIP44257,Sunny,Low,No,No
EXT44258,SHIP44258,Sunny,Medium,No,No
EXT44259,SHIP44259,Cloudy,Medium,No,No
EXT44260,SHIP44260,Sunny,Medium,No,No
EXT44261,SHIP44261,Sunny,Low,No,No
EXT44262,SHIP44262,Sunny,Low,No,No
EXT44263,SHIP44263,Sunny,High,No,No
EXT44264,SHIP44264,Rainy,Medium,No,No
EXT44265,SHIP44265,Sunny,Low,No,Yes
EXT44266,SHIP44266,Cloudy,High,No,No
EXT44267,SHIP44267,Fog,Medium,No,Yes
EXT44268,SHIP44268,Rainy,Medium,No,No
EXT44269,SHIP44269,Sunny,Medium,No,No
EXT44270,SHIP44270,Rainy,Low,No,No
EXT44271,SHIP44271,Sunny,Low,Yes,No
EXT44272,SHIP44272,Rainy,Low,No,No
EXT44273,SHIP44273,Rainy,Medium,No,No
